video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,p1PTwNNBIo0_64,https://www.youtube.com/watch?v=p1PTwNNBIo0,"[""00:01:04.000"", ""00:01:14.000""]",p1PTwNNBIo0
10.0,vggsound,p1R1-oEdke8_80,https://www.youtube.com/watch?v=p1R1-oEdke8,"[""00:01:20.000"", ""00:01:30.000""]",p1R1-oEdke8
10.0,vggsound,p1RP-HZycAI_106,https://www.youtube.com/watch?v=p1RP-HZycAI,"[""00:01:46.000"", ""00:01:56.000""]",p1RP-HZycAI
10.0,vggsound,p1RP-HZycAI_117,https://www.youtube.com/watch?v=p1RP-HZycAI,"[""00:01:57.000"", ""00:02:07.000""]",p1RP-HZycAI
10.0,vggsound,p1SxYFWa0pc_0,https://www.youtube.com/watch?v=p1SxYFWa0pc,"[""00:00:00.000"", ""00:00:10.000""]",p1SxYFWa0pc
10.0,vggsound,p1W2eLgad4I_71,https://www.youtube.com/watch?v=p1W2eLgad4I,"[""00:01:11.000"", ""00:01:21.000""]",p1W2eLgad4I
10.0,vggsound,p1W2eLgad4I_132,https://www.youtube.com/watch?v=p1W2eLgad4I,"[""00:02:12.000"", ""00:02:22.000""]",p1W2eLgad4I
10.0,vggsound,p1X9ykbTfU0_30,https://www.youtube.com/watch?v=p1X9ykbTfU0,"[""00:00:30.000"", ""00:00:40.000""]",p1X9ykbTfU0
10.0,vggsound,p1XUm5gw2ew_312,https://www.youtube.com/watch?v=p1XUm5gw2ew,"[""00:05:12.000"", ""00:05:22.000""]",p1XUm5gw2ew
10.0,vggsound,p1XUm5gw2ew_394,https://www.youtube.com/watch?v=p1XUm5gw2ew,"[""00:06:34.000"", ""00:06:44.000""]",p1XUm5gw2ew
10.0,vggsound,p1XuVwnV3Oc_19,https://www.youtube.com/watch?v=p1XuVwnV3Oc,"[""00:00:19.000"", ""00:00:29.000""]",p1XuVwnV3Oc
10.0,vggsound,p1XuVwnV3Oc_43,https://www.youtube.com/watch?v=p1XuVwnV3Oc,"[""00:00:43.000"", ""00:00:53.000""]",p1XuVwnV3Oc
10.0,vggsound,p1Y7OtclnTE_72,https://www.youtube.com/watch?v=p1Y7OtclnTE,"[""00:01:12.000"", ""00:01:22.000""]",p1Y7OtclnTE
10.0,vggsound,p1Y7OtclnTE_121,https://www.youtube.com/watch?v=p1Y7OtclnTE,"[""00:02:01.000"", ""00:02:11.000""]",p1Y7OtclnTE
10.0,vggsound,p1YxbNjeD1Q_180,https://www.youtube.com/watch?v=p1YxbNjeD1Q,"[""00:03:00.000"", ""00:03:10.000""]",p1YxbNjeD1Q
10.0,vggsound,p1Z85FXgF5M_10,https://www.youtube.com/watch?v=p1Z85FXgF5M,"[""00:00:10.000"", ""00:00:20.000""]",p1Z85FXgF5M
10.0,vggsound,p1c8r9iAdvk_310,https://www.youtube.com/watch?v=p1c8r9iAdvk,"[""00:05:10.000"", ""00:05:20.000""]",p1c8r9iAdvk
10.0,vggsound,p1gH8y8X0kA_30,https://www.youtube.com/watch?v=p1gH8y8X0kA,"[""00:00:30.000"", ""00:00:40.000""]",p1gH8y8X0kA
10.0,vggsound,p1gH8y8X0kA_45,https://www.youtube.com/watch?v=p1gH8y8X0kA,"[""00:00:45.000"", ""00:00:55.000""]",p1gH8y8X0kA
