video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,SrKHW62-un4_10,https://www.youtube.com/watch?v=SrKHW62-un4,"[""00:00:10.000"", ""00:00:20.000""]",SrKHW62-un4
10.0,vggsound,SrL6BXcmf70_270,https://www.youtube.com/watch?v=SrL6BXcmf70,"[""00:04:30.000"", ""00:04:40.000""]",SrL6BXcmf70
10.0,vggsound,SrLhnoBMyWM_0,https://www.youtube.com/watch?v=SrLhnoBMyWM,"[""00:00:00.000"", ""00:00:10.000""]",SrLhnoBMyWM
10.0,vggsound,SrPNEKygRuw_30,https://www.youtube.com/watch?v=SrPNEKygRuw,"[""00:00:30.000"", ""00:00:40.000""]",SrPNEKygRuw
10.0,vggsound,SrPyXZv2W_Q_213,https://www.youtube.com/watch?v=SrPyXZv2W_Q,"[""00:03:33.000"", ""00:03:43.000""]",SrPyXZv2W_Q
10.0,vggsound,SrYqJlCuppA_130,https://www.youtube.com/watch?v=SrYqJlCuppA,"[""00:02:10.000"", ""00:02:20.000""]",SrYqJlCuppA
10.0,vggsound,Src9f51Stmg_23,https://www.youtube.com/watch?v=Src9f51Stmg,"[""00:00:23.000"", ""00:00:33.000""]",Src9f51Stmg
10.0,vggsound,Srclfkd1dV4_30,https://www.youtube.com/watch?v=Srclfkd1dV4,"[""00:00:30.000"", ""00:00:40.000""]",Srclfkd1dV4
10.0,vggsound,SrlCdhXVIyQ_16,https://www.youtube.com/watch?v=SrlCdhXVIyQ,"[""00:00:16.000"", ""00:00:26.000""]",SrlCdhXVIyQ
10.0,vggsound,Srn4b1cLSZY_20,https://www.youtube.com/watch?v=Srn4b1cLSZY,"[""00:00:20.000"", ""00:00:30.000""]",Srn4b1cLSZY
10.0,vggsound,Srobrl1Lh1A_40,https://www.youtube.com/watch?v=Srobrl1Lh1A,"[""00:00:40.000"", ""00:00:50.000""]",Srobrl1Lh1A
10.0,vggsound,Srp6wKQmJ6o_22,https://www.youtube.com/watch?v=Srp6wKQmJ6o,"[""00:00:22.000"", ""00:00:32.000""]",Srp6wKQmJ6o
10.0,vggsound,Srp6wKQmJ6o_210,https://www.youtube.com/watch?v=Srp6wKQmJ6o,"[""00:03:30.000"", ""00:03:40.000""]",Srp6wKQmJ6o
10.0,vggsound,SrpcbaBG46k_56,https://www.youtube.com/watch?v=SrpcbaBG46k,"[""00:00:56.000"", ""00:01:06.000""]",SrpcbaBG46k
10.0,vggsound,SrvYUM6hpHM_6,https://www.youtube.com/watch?v=SrvYUM6hpHM,"[""00:00:06.000"", ""00:00:16.000""]",SrvYUM6hpHM
10.0,vggsound,SrzIUQ7rs0U_55,https://www.youtube.com/watch?v=SrzIUQ7rs0U,"[""00:00:55.000"", ""00:01:05.000""]",SrzIUQ7rs0U
10.0,vggsound,SrzunhtQeNY_31,https://www.youtube.com/watch?v=SrzunhtQeNY,"[""00:00:31.000"", ""00:00:41.000""]",SrzunhtQeNY
10.0,vggsound,Ss-NO6IztXY_81,https://www.youtube.com/watch?v=Ss-NO6IztXY,"[""00:01:21.000"", ""00:01:31.000""]",Ss-NO6IztXY
