video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,lil4NlZDw38_28,https://www.youtube.com/watch?v=lil4NlZDw38,"[""00:00:28.000"", ""00:00:38.000""]",lil4NlZDw38
10.0,vggsound,lio7ufMwiLk_51,https://www.youtube.com/watch?v=lio7ufMwiLk,"[""00:00:51.000"", ""00:01:01.000""]",lio7ufMwiLk
10.0,vggsound,lio7ufMwiLk_75,https://www.youtube.com/watch?v=lio7ufMwiLk,"[""00:01:15.000"", ""00:01:25.000""]",lio7ufMwiLk
10.0,vggsound,liqoMjRT81A_72,https://www.youtube.com/watch?v=liqoMjRT81A,"[""00:01:12.000"", ""00:01:22.000""]",liqoMjRT81A
10.0,vggsound,liqoMjRT81A_100,https://www.youtube.com/watch?v=liqoMjRT81A,"[""00:01:40.000"", ""00:01:50.000""]",liqoMjRT81A
10.0,vggsound,lisFXzPYR4E_93,https://www.youtube.com/watch?v=lisFXzPYR4E,"[""00:01:33.000"", ""00:01:43.000""]",lisFXzPYR4E
10.0,vggsound,litYbtP6HJs_30,https://www.youtube.com/watch?v=litYbtP6HJs,"[""00:00:30.000"", ""00:00:40.000""]",litYbtP6HJs
10.0,vggsound,liu91c_r9dU_78,https://www.youtube.com/watch?v=liu91c_r9dU,"[""00:01:18.000"", ""00:01:28.000""]",liu91c_r9dU
10.0,vggsound,liu91c_r9dU_270,https://www.youtube.com/watch?v=liu91c_r9dU,"[""00:04:30.000"", ""00:04:40.000""]",liu91c_r9dU
10.0,vggsound,liwLj2vtjR0_12,https://www.youtube.com/watch?v=liwLj2vtjR0,"[""00:00:12.000"", ""00:00:22.000""]",liwLj2vtjR0
10.0,vggsound,liwjYrhP_bg_127,https://www.youtube.com/watch?v=liwjYrhP_bg,"[""00:02:07.000"", ""00:02:17.000""]",liwjYrhP_bg
10.0,vggsound,lixrTJ4_SfU_104,https://www.youtube.com/watch?v=lixrTJ4_SfU,"[""00:01:44.000"", ""00:01:54.000""]",lixrTJ4_SfU
10.0,vggsound,liymDctIEOg_4,https://www.youtube.com/watch?v=liymDctIEOg,"[""00:00:04.000"", ""00:00:14.000""]",liymDctIEOg
10.0,vggsound,lj-PczKzEaw_40,https://www.youtube.com/watch?v=lj-PczKzEaw,"[""00:00:40.000"", ""00:00:50.000""]",lj-PczKzEaw
10.0,vggsound,lj10_Br86iI_129,https://www.youtube.com/watch?v=lj10_Br86iI,"[""00:02:09.000"", ""00:02:19.000""]",lj10_Br86iI
