Iz9C-v8V0iA,70,"subway, metro, underground",train
IzAT41zLth0,90,orchestra,train
IzDfE7ufSaI,110,playing harp,train
IzDpZHRx0Ew,0,"subway, metro, underground",train
IzGZfPMzIUc,360,cap gun shooting,train
IzItEWGGtIM,350,chainsawing trees,train
IzJ-SmGx-OI,98,yodelling,train
IzJ-SmGx-OI,129,yodelling,train
IzJSE_bLQTc,142,wood thrush calling,train
IzJSE_bLQTc,166,wood thrush calling,train
IzJtqrr3_4o,30,chainsawing trees,train
IzKed528MCk,70,fire truck siren,test
IzL1cAvI4Bg,111,playing glockenspiel,train
IzL1cAvI4Bg,122,playing glockenspiel,train
IzLKzEa2cpk,30,playing vibraphone,train
IzLX2aGoTyc,30,playing bagpipes,train
IzLj_Bb-5bg,30,playing hammond organ,train
IzOpsWKmYwk,150,playing synthesizer,train
IzPMbIll3LE,80,people coughing,test
IzP_pxpw5Dg,500,machine gun shooting,train
IzQYqtp5khQ,220,"subway, metro, underground",train
IzR69zyMxq0,440,fireworks banging,train
IzXbQggGxFQ,30,"motorboat, speedboat acceleration",train
IzZ286XDrpo,160,bird wings flapping,train
IzZFPvqT1_s,190,people eating noodle,test
Iza_s-pY8Pc,87,arc welding,train
IzbH0QvgI_I,0,ripping paper,train
IzbH0QvgI_I,17,ripping paper,train
Izf1iZ0VzfI,70,driving buses,train
Izisa3ilmZI,120,typing on computer keyboard,train
Izky6uHwhS4,0,people belly laughing,train
IzlUAXX_aTQ,40,playing bass guitar,train
IzmlHf6JXFI,0,horse neighing,test
IznNF14CkAw,327,eletric blender running,train
IzrmMiuArjk,51,playing saxophone,train
IzrmMiuArjk,180,playing saxophone,train
IzsGI_xMNvo,122,playing erhu,train
IzsTF4DZwW0,30,"motorboat, speedboat acceleration",train
Izt8YlPB9I4,254,wind chime,train
Izt8YlPB9I4,270,wind chime,train
Iztk5YDszFw,30,female singing,train
Izv4moMRA94,310,"race car, auto racing",test
IzvcTbOVCns,30,driving motorcycle,train
IzwFRT68fAg,170,playing piano,train
IzxfbNdIf38,1,people eating crisps,train
J-0N7-EEDkQ,45,gibbon howling,train
J-0N7-EEDkQ,86,gibbon howling,train
J-2Wy0KwGvg,160,church bell ringing,train
J-4HCd9xTpc,81,playing snare drum,train
J-4TGmkurNc,10,people sobbing,train
J-4vV4YQcl8,10,cat purring,train
J-7U85Ms5KA,4,whale calling,train
J-9l27gusqo,169,woodpecker pecking tree,train
J-9l27gusqo,200,woodpecker pecking tree,train
J-AXj2WNYMk,9,elephant trumpeting,train
J-AXj2WNYMk,26,elephant trumpeting,train
