video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,f6wk1t3QqK8_68,https://www.youtube.com/watch?v=f6wk1t3QqK8,"[""00:01:08.000"", ""00:01:18.000""]",f6wk1t3QqK8
10.0,vggsound,f6wrXzvByrg_30,https://www.youtube.com/watch?v=f6wrXzvByrg,"[""00:00:30.000"", ""00:00:40.000""]",f6wrXzvByrg
10.0,vggsound,f724u5z_UDw_30,https://www.youtube.com/watch?v=f724u5z_UDw,"[""00:00:30.000"", ""00:00:40.000""]",f724u5z_UDw
10.0,vggsound,f75O_cC-0M0_30,https://www.youtube.com/watch?v=f75O_cC-0M0,"[""00:00:30.000"", ""00:00:40.000""]",f75O_cC-0M0
10.0,vggsound,f77SKdyn-1Y_1228,https://www.youtube.com/watch?v=f77SKdyn-1Y,"[""00:20:28.000"", ""00:20:38.000""]",f77SKdyn-1Y
10.0,vggsound,f77ZKBA5vqQ_257,https://www.youtube.com/watch?v=f77ZKBA5vqQ,"[""00:04:17.000"", ""00:04:27.000""]",f77ZKBA5vqQ
10.0,vggsound,f7AXP2Oo3D0_59,https://www.youtube.com/watch?v=f7AXP2Oo3D0,"[""00:00:59.000"", ""00:01:09.000""]",f7AXP2Oo3D0
10.0,vggsound,f7B5I0TYGGo_279,https://www.youtube.com/watch?v=f7B5I0TYGGo,"[""00:04:39.000"", ""00:04:49.000""]",f7B5I0TYGGo
10.0,vggsound,f7B5I0TYGGo_319,https://www.youtube.com/watch?v=f7B5I0TYGGo,"[""00:05:19.000"", ""00:05:29.000""]",f7B5I0TYGGo
10.0,vggsound,f7GyLzlpqio_20,https://www.youtube.com/watch?v=f7GyLzlpqio,"[""00:00:20.000"", ""00:00:30.000""]",f7GyLzlpqio
10.0,vggsound,f7IB4-RgSdI_450,https://www.youtube.com/watch?v=f7IB4-RgSdI,"[""00:07:30.000"", ""00:07:40.000""]",f7IB4-RgSdI
10.0,vggsound,f7J6SCqK44k_124,https://www.youtube.com/watch?v=f7J6SCqK44k,"[""00:02:04.000"", ""00:02:14.000""]",f7J6SCqK44k
10.0,vggsound,f7J6SCqK44k_443,https://www.youtube.com/watch?v=f7J6SCqK44k,"[""00:07:23.000"", ""00:07:33.000""]",f7J6SCqK44k
10.0,vggsound,f7JKZ4mBCJk_30,https://www.youtube.com/watch?v=f7JKZ4mBCJk,"[""00:00:30.000"", ""00:00:40.000""]",f7JKZ4mBCJk
10.0,vggsound,f7LAg47TbbY_30,https://www.youtube.com/watch?v=f7LAg47TbbY,"[""00:00:30.000"", ""00:00:40.000""]",f7LAg47TbbY
10.0,vggsound,f7N2JRn3vG4_30,https://www.youtube.com/watch?v=f7N2JRn3vG4,"[""00:00:30.000"", ""00:00:40.000""]",f7N2JRn3vG4
10.0,vggsound,f7NI1g-4vFo_43,https://www.youtube.com/watch?v=f7NI1g-4vFo,"[""00:00:43.000"", ""00:00:53.000""]",f7NI1g-4vFo
10.0,vggsound,f7NI1g-4vFo_53,https://www.youtube.com/watch?v=f7NI1g-4vFo,"[""00:00:53.000"", ""00:01:03.000""]",f7NI1g-4vFo
