video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,A1SCmq2k-es_30,https://www.youtube.com/watch?v=A1SCmq2k-es,"[""00:00:30.000"", ""00:00:40.000""]",A1SCmq2k-es
10.0,vggsound,A1STPHDrBgs_4,https://www.youtube.com/watch?v=A1STPHDrBgs,"[""00:00:04.000"", ""00:00:14.000""]",A1STPHDrBgs
10.0,vggsound,A1STPHDrBgs_58,https://www.youtube.com/watch?v=A1STPHDrBgs,"[""00:00:58.000"", ""00:01:08.000""]",A1STPHDrBgs
10.0,vggsound,A1_klR_er2I_55,https://www.youtube.com/watch?v=A1_klR_er2I,"[""00:00:55.000"", ""00:01:05.000""]",A1_klR_er2I
10.0,vggsound,A1_klR_er2I_94,https://www.youtube.com/watch?v=A1_klR_er2I,"[""00:01:34.000"", ""00:01:44.000""]",A1_klR_er2I
10.0,vggsound,A1fPNYE3TU4_46,https://www.youtube.com/watch?v=A1fPNYE3TU4,"[""00:00:46.000"", ""00:00:56.000""]",A1fPNYE3TU4
10.0,vggsound,A1fPNYE3TU4_311,https://www.youtube.com/watch?v=A1fPNYE3TU4,"[""00:05:11.000"", ""00:05:21.000""]",A1fPNYE3TU4
10.0,vggsound,A1fq36F0AQc_71,https://www.youtube.com/watch?v=A1fq36F0AQc,"[""00:01:11.000"", ""00:01:21.000""]",A1fq36F0AQc
10.0,vggsound,A1gGj1MAiHo_70,https://www.youtube.com/watch?v=A1gGj1MAiHo,"[""00:01:10.000"", ""00:01:20.000""]",A1gGj1MAiHo
10.0,vggsound,A1iQIXlJDuE_72,https://www.youtube.com/watch?v=A1iQIXlJDuE,"[""00:01:12.000"", ""00:01:22.000""]",A1iQIXlJDuE
10.0,vggsound,A1jnZFSXnPI_40,https://www.youtube.com/watch?v=A1jnZFSXnPI,"[""00:00:40.000"", ""00:00:50.000""]",A1jnZFSXnPI
10.0,vggsound,A1jwp1NpkTE_30,https://www.youtube.com/watch?v=A1jwp1NpkTE,"[""00:00:30.000"", ""00:00:40.000""]",A1jwp1NpkTE
10.0,vggsound,A1lrigbrrTo_0,https://www.youtube.com/watch?v=A1lrigbrrTo,"[""00:00:00.000"", ""00:00:10.000""]",A1lrigbrrTo
10.0,vggsound,A1qKwuz07ss_30,https://www.youtube.com/watch?v=A1qKwuz07ss,"[""00:00:30.000"", ""00:00:40.000""]",A1qKwuz07ss
10.0,vggsound,A1qUyihkjbU_96,https://www.youtube.com/watch?v=A1qUyihkjbU,"[""00:01:36.000"", ""00:01:46.000""]",A1qUyihkjbU
10.0,vggsound,A1qUyihkjbU_107,https://www.youtube.com/watch?v=A1qUyihkjbU,"[""00:01:47.000"", ""00:01:57.000""]",A1qUyihkjbU
10.0,vggsound,A1qkjpcuM3g_17,https://www.youtube.com/watch?v=A1qkjpcuM3g,"[""00:00:17.000"", ""00:00:27.000""]",A1qkjpcuM3g
10.0,vggsound,A1qnBfnXb0s_10,https://www.youtube.com/watch?v=A1qnBfnXb0s,"[""00:00:10.000"", ""00:00:20.000""]",A1qnBfnXb0s
10.0,vggsound,A1qoVBRBhd8_11,https://www.youtube.com/watch?v=A1qoVBRBhd8,"[""00:00:11.000"", ""00:00:21.000""]",A1qoVBRBhd8
10.0,vggsound,A1qt6Qi0deQ_277,https://www.youtube.com/watch?v=A1qt6Qi0deQ,"[""00:04:37.000"", ""00:04:47.000""]",A1qt6Qi0deQ
