WCJhEwkPW_o,560,mouse clicking,train
WCJhEwkPW_o,646,mouse clicking,train
WCJn7Qc6acA,30,helicopter,train
WCK-B0F4wbI,0,penguins braying,train
WCM90PYoCGY,166,playing darts,train
WCM90PYoCGY,191,playing darts,train
WCMPZC6WA2U,121,golf driving,train
WCOmYn0NHzY,30,"engine accelerating, revving, vroom",train
WCOpHRLq8UI,47,elephant trumpeting,train
WCQFDuYl8a4,77,car engine starting,train
WCQFDuYl8a4,120,car engine starting,train
WCQKyq29aPc,2,train wheels squealing,train
WCQKyq29aPc,159,train wheels squealing,train
WCR0iicMoY0,12,plastic bottle crushing,train
WCR0iicMoY0,27,plastic bottle crushing,train
WCTNhus0itc,5,dog barking,train
WCTNhus0itc,41,dog barking,train
WCUOOS-CtZI,114,playing squash,test
WCUOOS-CtZI,131,playing squash,test
WCVIb_tuDyI,28,cell phone buzzing,test
WCVfigqxDds,30,playing clarinet,train
WCcDiTRWoTA,73,hammering nails,train
WCd9EP-oxOo,50,people sniggering,train
WCdVk1oEbF4,30,playing piano,train
WCeiVNDg4pY,30,baby laughter,train
WChTqYlDjtI,36,playing bugle,train
WChZHJCDcFE,0,playing table tennis,train
WChj2iVnrRk,46,playing table tennis,train
WChj2iVnrRk,71,playing table tennis,train
WChnH2EJr_8,0,people burping,train
WCmT-E21BKs,3,playing trumpet,train
WCq48pB2ePo,4,"bird chirping, tweeting",train
WCrMzg7DYho,40,singing bowl,train
WCsFUC7Vp-I,62,woodpecker pecking tree,train
WCsfEicffzY,0,female singing,train
WCvlFUuzfVI,30,driving buses,train
WCwb-DeQOSg,80,opening or closing drawers,train
WCzoaSb-WNE,34,playing french horn,train
WCzoaSb-WNE,147,playing french horn,train
WD-KwgJq5sM,244,playing hockey,train
WD-n_Fl-aJ8,514,people burping,train
WD-n_Fl-aJ8,768,people burping,train
WD0NtSl6EHM,40,people farting,train
WD0aVtBqoxo,120,goose honking,train
WD1Y2PWn9eg,23,chainsawing trees,train
WD2mC7r0gc8,215,playing congas,test
WD4acQrRP4Q,350,people sniggering,train
WD68ObPRPnU,58,civil defense siren,train
WD79w4GfdkE,84,hail,train
WDAviCDLZuQ,147,singing bowl,train
WDAxpni8Dkk,30,chainsawing trees,train
WDDtfDnozsE,23,volcano explosion,train
WDDtfDnozsE,59,volcano explosion,train
WDF8cvsD-FE,491,"playing steel guitar, slide guitar",train
WDF8cvsD-FE,519,"playing steel guitar, slide guitar",train
WDGnqhnB51k,130,people crowd,train
WDHGVieAwRA,13,people booing,train
WDHGVieAwRA,44,people booing,train
WDHOU69BIwM,20,"female speech, woman speaking",train
WDI5peW22Jc,21,cattle mooing,test
WDIodDKwuc0,70,skateboarding,train
WDLZZeHMiSU,9,"ice cream truck, ice cream van",train
WDPAflgmswI,30,"playing violin, fiddle",train
WDPXCw6dmFQ,360,people clapping,train
WDTtLF1d_sI,170,playing vibraphone,train
WDUxkEqeXAQ,30,chainsawing trees,train
WDWhpCNq7kE,20,playing electric guitar,train
WDZNwWbZLTE,0,splashing water,train
WDb8rWXlseM,30,people running,train
WDcRxbluFSI,10,"vehicle horn, car horn, honking",train
WDdbK-nye8Y,200,"railroad car, train wagon",train
WDdgW-46Juw,45,otter growling,train
WDefnR82D00,30,playing bass drum,train
WDefnR82D00,38,playing cymbal,train
WDfje0a7lBc,97,cat purring,train
WDhV3h4FUGw,30,"playing marimba, xylophone",train
WDjB-BhC0KE,28,playing snare drum,train
WDjISvONRZA,30,"playing violin, fiddle",train
WDjoL6KI0S8,42,playing djembe,train
WDjoL6KI0S8,261,playing djembe,train
WDk-xexJK_4,0,"railroad car, train wagon",train
WDkYInveBTE,22,extending ladders,test
WDmJ4ZtLuNU,102,playing timbales,train
WDmJ4ZtLuNU,114,playing timbales,train
WDoZneKkmVg,30,people sniggering,test
WDox76ZHu40,10,cat growling,test
WDteDZiNL5U,10,people screaming,train
WDteUJK2CQg,66,horse clip-clop,train
WDteUJK2CQg,150,horse clip-clop,train
WDtjd0AyT_U,0,skateboarding,train
WDuVEG9fzEE,0,chicken crowing,train
WDxEUyc6VIg,20,playing cymbal,train
WDxy73ff9Mg,129,people hiccup,train
WDzYMQ77iRE,530,people crowd,train
WE-cML2ABMw,14,owl hooting,train
WE-cML2ABMw,25,owl hooting,train
WE8lP5sc1jk,61,"subway, metro, underground",train
WEAHnHRSI7o,521,playing vibraphone,train
WEAnRt-al30,162,ambulance siren,train
WEEqmLcsJvs,72,lip smacking,train
WEEqmLcsJvs,104,lip smacking,train
WEGey_kCRcY,30,singing choir,train
WEHe6W_D4lo,41,"pigeon, dove cooing",test
WELt1PLr0XQ,600,playing hockey,test
WEN64DozZy8,36,playing zither,train
WEN64DozZy8,46,playing zither,train
WENnC30IyiY,180,train whistling,train
WENnC30IyiY,309,train whistling,train
WEO8b6NRYUs,213,chopping food,test
WEP0LqBCtsQ,3,bowling impact,train
WEP0LqBCtsQ,44,bowling impact,train
WEROVWDp3n0,9,"race car, auto racing",test
WES37Kmwe3M,183,arc welding,train
WES37Kmwe3M,203,arc welding,train
WEVPMIx6BNU,70,"child speech, kid speaking",train
WEXO18r_tgM,350,"pigeon, dove cooing",train
WEZHehUlVjA,320,francolin calling,train
WEZHehUlVjA,334,francolin calling,train
WEaxsxdW1lU,100,"playing marimba, xylophone",train
WEcVMSwLaRk,70,parrot talking,train
WEfXgyKZtlk,16,baby crying,train
WEgN6_yVI00,17,playing table tennis,train
WEhmXKDWS-Y,183,swimming,train
WEjLj8gSYHY,18,barn swallow calling,train
WEjLj8gSYHY,32,barn swallow calling,train
WEkUC7XTRp8,68,playing tympani,train
WEkpR2ddBc0,60,"race car, auto racing",train
WElU-yll0Pk,1,helicopter,train
WElvc92V5Q4,617,playing bassoon,test
WEn410aDDx8,117,playing squash,train
WEnAOcGu6uQ,80,playing saxophone,train
WEocidOl1Kg,30,toilet flushing,train
WEsAjfbZHPc,60,playing saxophone,train
WEsjq-QING4,10,people sneezing,train
WEvjJKlx2dk,60,playing bass guitar,train
WEvwU1W8b_c,130,stream burbling,train
WExLkbRXIgE,80,playing timpani,train
WExLkbRXIgE,115,playing timpani,train
WEybCL_yQ8k,138,playing tympani,test
WEzccvwc1oI,30,fireworks banging,train
WF0CiXcsi5k,270,chicken crowing,test
WF1dGX9cMgM,6,playing tambourine,train
WF1dGX9cMgM,69,playing tambourine,train
WF4tITbfYsE,158,playing bongo,train
WF4vDUHa0fo,30,people hiccup,train
WF7jZvuQHAE,51,bouncing on trampoline,test
WF7ugi9ipYw,120,"subway, metro, underground",test
WFCKaoGwvhY,240,playing bagpipes,train
WFD530hecjs,7,"ice cream truck, ice cream van",train
WFFkPu1-2_c,30,"pigeon, dove cooing",train
WFHSs2hLVyA,0,playing ukulele,train
WFHSs2hLVyA,114,playing ukulele,train
WFJ96PH4rvo,20,dog howling,test
WFL4cAL5epE,11,playing tympani,train
WFL4cAL5epE,43,playing tympani,train
WFOM9iSnw4M,495,singing choir,train
WFOM9iSnw4M,540,singing choir,train
WFPEVmRf08Q,100,playing trumpet,train
WFQmUxNW5Nc,45,playing didgeridoo,train
WFRGYEayeQ8,117,playing electric guitar,train
WFTaW7O4_Ws,122,electric grinder grinding,train
WFV3FUlTzas,61,missile launch,test
WFWt2vgmsW8,164,playing vibraphone,train
WFXq5uUBdyk,250,people clapping,train
WFY7x6htrRo,0,stream burbling,train
WFYrJhUyxEo,155,playing volleyball,train
WFdpQCtpBB4,67,train whistling,train
WFdpQCtpBB4,77,train whistling,train
WFfkEBERZz4,490,people screaming,train
WFgIargH3-4,39,dog baying,test
WFgyvIMpggI,19,ambulance siren,train
WFjx0sH7mlc,20,bird squawking,test
WFkbIa7HN0A,30,playing cymbal,train
WFkopjCJemE,52,typing on computer keyboard,train
WFkopjCJemE,96,typing on computer keyboard,train
WFlbfzZn8BE,80,tractor digging,train
WFlbfzZn8BE,93,tractor digging,train
WFmZ4Ad0CII,220,church bell ringing,train
WFn0Y5IqyME,46,police radio chatter,train
WFn0Y5IqyME,100,police radio chatter,train
WFpWhJ4KOc8,170,people clapping,train
WFpww-isl-o,10,people whispering,train
WFrAd4i0Ams,20,"engine accelerating, revving, vroom",train
WFuAoXlwjk0,86,playing hockey,train
WFuAoXlwjk0,265,playing hockey,train
WFuHJ0Y-_nQ,590,chainsawing trees,train
WFuhSxB-GuU,350,orchestra,train
WFvovlW1B18,130,playing electronic organ,train
WFwT2wRlP74,480,"subway, metro, underground",train
WFy7I8pdFx0,27,"engine accelerating, revving, vroom",train
WG06psWiJeM,37,swimming,train
WG06psWiJeM,67,swimming,train
WG1ZEM5NF-I,9,playing double bass,train
WG1ZEM5NF-I,20,playing double bass,train
WG3uWbnQqBM,15,car passing by,train
WG44e1SNipg,80,male singing,train
WG72CiE6tEM,33,cat hissing,train
WG72CiE6tEM,46,cat hissing,train
WG7UZm_Rd4Y,40,people whistling,train
WGEWBUI8hAI,30,dog bow-wow,train
WGGZeq73ieA,153,volcano explosion,train
WGHTlOM4-3w,50,sheep bleating,train
WGJvqPhmbx8,0,wind noise,train
WGMTb9AB0ww,30,"playing violin, fiddle",train
WGNpb5BBkrY,236,skiing,train
WGOZNdTXITQ,205,playing squash,test
WGPHDqh_w4g,83,people gargling,train
WGQJQsrNBAY,310,"motorboat, speedboat acceleration",train
WGV_mNYw-II,1,civil defense siren,train
WGXyRbuZnj0,160,bowling impact,train
WGYzVpMeSEg,210,vacuum cleaner cleaning floors,test
WG_CMZAkpCI,91,otter growling,test
WG_CMZAkpCI,148,otter growling,test
WGaAaenMIes,0,car engine knocking,train
WGaAaenMIes,13,car engine knocking,train
WGcqTLa2Q4M,30,playing harpsichord,train
WGdTduxeen4,44,skiing,train
WGetUjsnrWw,11,people burping,train
WGfzBXA1Ffw,18,playing lacrosse,train
WGfzBXA1Ffw,29,playing lacrosse,train
WGgAEgtX9Zc,20,fireworks banging,train
WGhLHnIrO98,65,chicken crowing,train
WGhollZ7z5o,8,tap dancing,train
WGjeYJtfg5M,30,"engine accelerating, revving, vroom",train
WGjk5acb344,80,playing volleyball,train
WGlZ-ryV3Nk,2,spraying water,train
WGn2wGR20BQ,40,child singing,test
WGpIB2Y0ZTo,58,shot football,train
WGp_KEeQNGw,10,"child speech, kid speaking",train
WGqwkpF1a5E,4,warbler chirping,train
WGqwkpF1a5E,49,warbler chirping,train
WGqz-OVwLGs,40,vacuum cleaner cleaning floors,test
WGs0nD3nr5o,570,people whispering,train
WGuc_McKm_4,30,people sniggering,test
WGw7wi2lhjQ,30,playing electronic organ,train
WGxN9lY2Wz0,30,"pigeon, dove cooing",train
WH1u_J5qmB8,120,fire truck siren,train
WH2yIobXmrI,2,baltimore oriole calling,train
WH2yIobXmrI,35,baltimore oriole calling,train
WH5UTxnnA1A,170,cattle mooing,train
WH7LBLKyEkA,241,playing mandolin,train
WHB1W73UBaI,10,chicken crowing,train
WHB1W73UBaI,27,chicken crowing,train
WHC5t05IdbM,110,arc welding,train
WHDKUIE9kaM,569,ripping paper,train
WHDKUIE9kaM,636,ripping paper,train
WHGEYJsi_4I,92,playing squash,train
WHO3Q2zSiCw,1,"donkey, ass braying",train
WHO3Q2zSiCw,13,"donkey, ass braying",train
WHPs1ypOoNc,327,playing lacrosse,test
WHQYNocW-3Y,7,civil defense siren,train
WHRnyGXcdy8,24,baby crying,train
WHS9NqWWQ9Y,31,playing saxophone,train
WHSYJXVN0_U,599,people whispering,train
WHSYJXVN0_U,946,people whispering,train
WHSgrFpc8IU,5,"playing marimba, xylophone",train
WHVQjbuYIvs,0,frog croaking,train
WHbTfjudLHY,14,smoke detector beeping,test
WHcF9Au_iUg,80,playing banjo,train
WHenu_vzcfo,835,train horning,train
WHenu_vzcfo,858,train horning,train
WHg1VoraprY,422,bathroom ventilation fan running,train
WHhGeP0-woc,10,turkey gobbling,train
WHiXtnVRSGw,34,playing tabla,train
WHjnZmvc3So,114,sea lion barking,test
WHjnZmvc3So,125,sea lion barking,test
WHlxfhfk_Z0,261,chainsawing trees,train
WHm7FBZjm4M,10,playing bass guitar,train
WHo3-6BQ1Iw,236,playing guiro,train
WHptzoQUBac,30,"engine accelerating, revving, vroom",train
WHq1UToP6Xw,80,playing clarinet,train
WHs0y3WkW8U,19,woodpecker pecking tree,train
WHsHDb8SapQ,180,playing harpsichord,train
WHt3AIAvDp0,40,toilet flushing,train
WHtA5d4TvXs,470,typing on computer keyboard,train
WHtH2P2R1Ug,30,"pigeon, dove cooing",train
WHvHn7DWNIQ,365,people slurping,train
WHvHn7DWNIQ,406,people slurping,train
WHvpt1FXuyI,30,people babbling,train
WHwZkp5wtNs,40,dog barking,train
WHzUPzWkST0,90,chainsawing trees,train
WI214Jd9Ikc,46,playing snare drum,train
WI2krJXMHbI,78,beat boxing,train
WI3jwtd7NkQ,70,playing cymbal,train
WI4-LPNslUc,420,playing squash,train
WI9yLdGPtYQ,218,playing washboard,test
WIB7122ZQc8,70,playing piano,train
WIBy6vgfwfQ,499,"railroad car, train wagon",train
WICFmHTrSMo,56,slot machine,train
WIDAyryn0KQ,252,playing squash,train
WIII-qJlDds,410,playing cello,train
WIIRv-cdtI4,57,bowling impact,train
WIL20Cnep9U,13,basketball bounce,train
WIL20Cnep9U,24,basketball bounce,train
WINI7H_HV6s,281,francolin calling,train
WINI7H_HV6s,613,francolin calling,train
WIPpNQoZeKg,7,woodpecker pecking tree,train
WIPpNQoZeKg,77,woodpecker pecking tree,train
WIRfx01aCWU,102,people marching,train
WIRfx01aCWU,158,people marching,train
WISGJ7xOgp0,0,thunder,train
WIUTSPUQXB4,49,people babbling,train
WIUTSPUQXB4,70,people babbling,train
WIUnkSZRfzQ,141,extending ladders,train
WIUnkSZRfzQ,154,extending ladders,train
WIVIpfRgPLc,354,skiing,train
WIVIpfRgPLc,378,skiing,train
WIVzoesgWlA,1,tapping guitar,train
WIWRYG4vJC4,20,people burping,train
WIX7kloG-Bo,191,"alligators, crocodiles hissing",train
WIZIX4tVCWk,0,people hiccup,train
WIZTFH-LGpo,1,planing timber,train
WIZTFH-LGpo,29,planing timber,train
WI_76zVEsLU,295,cat purring,train
WI_76zVEsLU,524,cat purring,train
WIbAkIMeR1o,23,squishing water,train
WIbAkIMeR1o,54,squishing water,train
WIdgvqSjhjM,30,people running,train
WIdjXu4dl-0,190,singing choir,train
WIfkeydb7DQ,328,writing on blackboard with chalk,train
WIj66H6hV6w,3,opening or closing drawers,train
WImot3K_s1o,0,skateboarding,train
WImot3K_s1o,1,skateboarding,train
WIn8lre90Vo,4,people crowd,train
WIpM00BRe9Y,112,playing darts,train
WIpM00BRe9Y,303,playing darts,train
WIrnq6luD9c,20,helicopter,train
WIrscHZDrr8,19,coyote howling,train
WItZYUsrKjU,0,chicken clucking,train
WItgHFIp7v0,128,hail,train
WIwTHGGHWK4,20,"child speech, kid speaking",train
WIxQxnbjp8A,20,fire truck siren,train
WIxQxnbjp8A,45,fire truck siren,train
WJ0I1RQAt_g,51,playing erhu,train
WJ0I1RQAt_g,86,playing erhu,train
WJ2yas2yKxw,20,dog barking,train
WJ5tbZQleOY,47,train horning,train
WJ8ZstxEShc,12,canary calling,train
WJ8ZstxEShc,35,canary calling,train
WJ9CYiVOjpM,342,playing bassoon,train
WJAcO_9kG1I,20,ambulance siren,train
WJCHFoo7EEU,30,people burping,train
WJIbHyRTOh8,10,people sobbing,train
WJIcGFOnRXs,40,lions roaring,test
WJIrkvEq4EI,30,mouse squeaking,test
WJJyvBeNLi0,0,skidding,train
WJLMCaVgugI,20,mynah bird singing,train
WJLMCaVgugI,220,mynah bird singing,train
WJLbFJxe11o,30,playing harmonica,test
WJMkuvT0AnI,30,playing flute,train
WJMr5oZMba4,10,playing cymbal,train
WJORWlj6BW8,30,playing steelpan,test
WJPbaD71yUU,2,train horning,train
WJPbaD71yUU,15,train horning,train
WJQ27fShKvk,0,playing tennis,train
WJQ27fShKvk,11,playing tennis,train
WJSTN_ap4XI,30,ambulance siren,train
WJUtEDBS0Dw,20,dinosaurs bellowing,test
WJUtEDBS0Dw,295,dinosaurs bellowing,test
WJV6Ey6hXEw,5,dog growling,test
WJVc82XgbZk,14,woodpecker pecking tree,test
WJW5n_OdC-Y,5,"engine accelerating, revving, vroom",train
WJZ251awTEA,30,people sniggering,train
WJa6CpttBHw,20,"bee, wasp, etc. buzzing",train
WJbPb5NiPtE,9,baby crying,train
WJbmLKX523A,24,volcano explosion,train
WJeKdbaya-Y,30,playing cello,train
WJhzJHZ0Rfo,30,"playing violin, fiddle",train
WJijwC4OgX8,24,bowling impact,test
WJkL2eAUNtQ,143,disc scratching,test
WJkcqv4qg_4,0,baby laughter,train
WJlRGk5r5n4,40,"bird chirping, tweeting",train
WJnPpuResJw,20,skateboarding,train
WJqKfowD2dE,340,scuba diving,train
WJqKfowD2dE,365,scuba diving,train
WJrfCkOL4nM,6,owl hooting,train
WJrfCkOL4nM,138,owl hooting,train
WJxAqSvPtFA,389,playing didgeridoo,train
WJz9FpxWhiw,48,missile launch,train
WK1k8EYMY6k,30,playing piano,train
WK1vvKOCsEg,30,car engine knocking,train
WK3LBMTcYxA,60,people screaming,train
WK5jLeI4Qk4,0,"race car, auto racing",train
WK78KAj2WWs,0,"fly, housefly buzzing",test
WKBgoWKeWz4,11,swimming,test
WKCMM4h4c6o,19,ambulance siren,train
WKHOZhw5Rqc,302,chainsawing trees,train
WKOIhkQt1FM,2,magpie calling,train
WKRRoWfhCrE,32,people booing,train
WKTtOR-WMuE,10,"railroad car, train wagon",train
WKXM2LyOKgE,70,black capped chickadee calling,train
WKY-QgdWR1Y,70,toilet flushing,train
WKYOzgjKdqI,30,pig oinking,test
WKZDdhVMQOM,170,tap dancing,train
WKaH-cucvDo,262,people eating apple,train
WKaH-cucvDo,430,people eating apple,train
WKaj5kZh13Q,28,frog croaking,train
WKaj5kZh13Q,73,frog croaking,train
WKav4fkfjcg,250,playing piano,train
WKbADRKJLo0,138,coyote howling,test
WKcnNQe5xr0,90,dog bow-wow,train
WKeXM-R0qZQ,4,police car (siren),train
WKeZ3PnYy-M,110,bathroom ventilation fan running,train
WKgd9b4ErN4,7,car engine starting,train
WKh00ua5K20,90,playing trombone,train
WKi_ltryR6o,3,playing harmonica,train
WKjh7kNCI9U,41,people eating noodle,train
WKjh7kNCI9U,197,people eating noodle,train
WKjzhyE0j4g,55,children shouting,test
WKkLcUlsLG4,23,arc welding,train
WKkkZEwt5sU,123,chopping wood,train
WKlLEyxuUqo,410,playing didgeridoo,test
