video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,MCxxUVpZs50_97,https://www.youtube.com/watch?v=MCxxUVpZs50,"[""00:01:37.000"", ""00:01:47.000""]",MCxxUVpZs50
10.0,vggsound,MCyBZfNF05U_9,https://www.youtube.com/watch?v=MCyBZfNF05U,"[""00:00:09.000"", ""00:00:19.000""]",MCyBZfNF05U
10.0,vggsound,MCzczL9r3jo_110,https://www.youtube.com/watch?v=MCzczL9r3jo,"[""00:01:50.000"", ""00:02:00.000""]",MCzczL9r3jo
10.0,vggsound,MD-f1gSgOuQ_42,https://www.youtube.com/watch?v=MD-f1gSgOuQ,"[""00:00:42.000"", ""00:00:52.000""]",MD-f1gSgOuQ
10.0,vggsound,MD0CPX2w7-0_21,https://www.youtube.com/watch?v=MD0CPX2w7-0,"[""00:00:21.000"", ""00:00:31.000""]",MD0CPX2w7-0
10.0,vggsound,MD0yEBtvgZc_80,https://www.youtube.com/watch?v=MD0yEBtvgZc,"[""00:01:20.000"", ""00:01:30.000""]",MD0yEBtvgZc
10.0,vggsound,MD1FV9X0mzY_44,https://www.youtube.com/watch?v=MD1FV9X0mzY,"[""00:00:44.000"", ""00:00:54.000""]",MD1FV9X0mzY
10.0,vggsound,MD1FV9X0mzY_54,https://www.youtube.com/watch?v=MD1FV9X0mzY,"[""00:00:54.000"", ""00:01:04.000""]",MD1FV9X0mzY
10.0,vggsound,MD5zAkNrOls_0,https://www.youtube.com/watch?v=MD5zAkNrOls,"[""00:00:00.000"", ""00:00:10.000""]",MD5zAkNrOls
10.0,vggsound,MD78tY6cz2I_22,https://www.youtube.com/watch?v=MD78tY6cz2I,"[""00:00:22.000"", ""00:00:32.000""]",MD78tY6cz2I
10.0,vggsound,MD78tY6cz2I_33,https://www.youtube.com/watch?v=MD78tY6cz2I,"[""00:00:33.000"", ""00:00:43.000""]",MD78tY6cz2I
10.0,vggsound,MD8bEc8PiRg_20,https://www.youtube.com/watch?v=MD8bEc8PiRg,"[""00:00:20.000"", ""00:00:30.000""]",MD8bEc8PiRg
10.0,vggsound,MD8bEc8PiRg_47,https://www.youtube.com/watch?v=MD8bEc8PiRg,"[""00:00:47.000"", ""00:00:57.000""]",MD8bEc8PiRg
10.0,vggsound,MD8zerP5oRw_18,https://www.youtube.com/watch?v=MD8zerP5oRw,"[""00:00:18.000"", ""00:00:28.000""]",MD8zerP5oRw
10.0,vggsound,MD8zerP5oRw_28,https://www.youtube.com/watch?v=MD8zerP5oRw,"[""00:00:28.000"", ""00:00:38.000""]",MD8zerP5oRw
10.0,vggsound,MDEDw8FekN8_95,https://www.youtube.com/watch?v=MDEDw8FekN8,"[""00:01:35.000"", ""00:01:45.000""]",MDEDw8FekN8
10.0,vggsound,MDEdGhE2dUk_30,https://www.youtube.com/watch?v=MDEdGhE2dUk,"[""00:00:30.000"", ""00:00:40.000""]",MDEdGhE2dUk
10.0,vggsound,MDF0MLES-mM_129,https://www.youtube.com/watch?v=MDF0MLES-mM,"[""00:02:09.000"", ""00:02:19.000""]",MDF0MLES-mM
10.0,vggsound,MDF0MLES-mM_152,https://www.youtube.com/watch?v=MDF0MLES-mM,"[""00:02:32.000"", ""00:02:42.000""]",MDF0MLES-mM
10.0,vggsound,MDFAVJGZ7fQ_11,https://www.youtube.com/watch?v=MDFAVJGZ7fQ,"[""00:00:11.000"", ""00:00:21.000""]",MDFAVJGZ7fQ
10.0,vggsound,MDFAVJGZ7fQ_22,https://www.youtube.com/watch?v=MDFAVJGZ7fQ,"[""00:00:22.000"", ""00:00:32.000""]",MDFAVJGZ7fQ
