CtGQY2NFqIc,78,cat purring,train
CtHn-g2nG8g,595,playing darts,train
CtID8dV7BDo,163,playing ukulele,train
CtJn201KEYI,9,playing glockenspiel,train
CtMlhwN3wAI,30,chainsawing trees,train
CtN48OU5faI,491,typing on typewriter,train
CtN48OU5faI,568,typing on typewriter,train
CtNPXe1lY-4,8,arc welding,train
CtPTHqVydUA,20,playing didgeridoo,train
CtQDDc8kU2c,50,dog barking,train
CtTWTf_Nf8o,30,playing drum kit,train
CtUZ9HljxMQ,1,dog growling,train
CtUZ9HljxMQ,21,dog growling,train
CtYxhxt6JJE,341,"heart sounds, heartbeat",train
CtYxhxt6JJE,587,"heart sounds, heartbeat",train
Ctau5S5KUtc,100,"race car, auto racing",train
CtcmYF7mufk,30,rapping,test
CtendBTVJ5U,355,playing squash,train
Ctf7P2dXgoM,1,frog croaking,train
Ctf7P2dXgoM,109,frog croaking,train
CtfH80K7m-k,30,"playing violin, fiddle",train
CthIjd4u5bI,38,dog whimpering,train
CtjOyMSiAqI,10,raining,train
CtkviPJ9QT8,120,fireworks banging,train
CtlUCtnaqwg,12,gibbon howling,train
CtlUCtnaqwg,30,gibbon howling,train
Ctmo-rZ3Vws,312,hammering nails,train
CtmwhXJr570,220,playing djembe,train
CtmwhXJr570,490,playing djembe,train
Ctnf51mWdPI,24,hail,test
CtoshZDIKBY,30,chicken crowing,train
CtpP0QJle3Y,30,ambulance siren,train
CtqrXwEYNoc,149,slot machine,train
CtrGN7mR3fw,30,"male speech, man speaking",train
Ctrg2wyS1M8,621,bull bellowing,train
CtsAprziDT8,12,reversing beeps,train
Ctu_wOdQYGo,10,toilet flushing,train
Ctuu2FLKFMU,13,train horning,train
Ctuu2FLKFMU,212,train horning,train
Ctx-hCu359Y,134,car engine idling,train
CtxbVh2n0WY,135,playing table tennis,train
Ctykf8qh288,65,playing hammond organ,train
CtzL6U3p7UY,264,cap gun shooting,train
Cu1d354hi0o,41,scuba diving,train
Cu3JkFmIPvM,23,tapping guitar,train
Cu3JkFmIPvM,76,tapping guitar,train
Cu3R-CNNygI,30,duck quacking,train
Cu3Y18649pE,520,"child speech, kid speaking",train
Cu3bgBVyrNw,27,owl hooting,train
Cu3bgBVyrNw,43,owl hooting,train
Cu3mGI9N3a0,29,police car (siren),train
Cu81acyR1hU,557,sliding door,train
CuAG-Iye5MQ,74,civil defense siren,train
CuDp-JiDYA8,20,playing piano,train
CuF0rUhBvf4,30,playing saxophone,train
CuG2Ytf9Pnk,28,fireworks banging,train
CuMaHJuKu-8,100,playing trombone,train
CuP2greJnz4,30,"male speech, man speaking",train
CuS-ok0xG9g,0,skidding,test
CuUG_7fRtTw,18,beat boxing,train
CuUzA89hrOw,650,singing bowl,train
CuWYThjJvR8,388,bouncing on trampoline,train
CuWYThjJvR8,400,bouncing on trampoline,train
CuXojzC3rSs,775,train wheels squealing,train
CuYBTUJ_A6E,70,lathe spinning,train
CuYne-sk5C4,82,playing volleyball,train
CuYpGNFY1eo,202,lighting firecrackers,train
CuZeLyBe-9g,120,playing cymbal,train
CuaFhfDfe5c,39,mynah bird singing,train
CuazNYNIl5c,30,"female speech, woman speaking",train
CubS6t_qZsg,53,fire truck siren,train
CucKm4sPn-w,25,dog whimpering,train
CudxWnS7ukw,30,playing banjo,test
Cui-ubKdI8c,13,frog croaking,train
CuiPrrlVGOc,69,hammering nails,train
Cul7VFkLTMc,30,ocean burbling,train
CullHeB678I,214,beat boxing,train
CumCjS6QPK4,78,slot machine,train
CupakwHJSFw,0,police car (siren),train
CuprXEFi8pc,21,horse clip-clop,train
CutD01_e6YM,403,people eating noodle,train
CutD01_e6YM,452,people eating noodle,train
CutX9TbL5sM,30,people sniggering,train
Cutn-OnqkvU,178,playing accordion,train
Cuw-Oa4owCo,93,lawn mowing,train
Cuw-Oa4owCo,127,lawn mowing,train
Cuw0Ed7IWSg,146,"heart sounds, heartbeat",train
Cuw0Ed7IWSg,197,"heart sounds, heartbeat",train
CuxWlXrmWSs,30,"male speech, man speaking",train
CuzyI87UYpQ,10,lawn mowing,train
Cv2lzJED1bw,0,ocean burbling,train
Cv6I5032fD0,65,people eating noodle,train
CvBWR6x9irE,570,people running,train
CvC5NWIFTDs,270,"playing marimba, xylophone",train
CvCX0KW2Wow,30,"male speech, man speaking",train
CvE6828wWD0,6,planing timber,train
CvE6828wWD0,45,planing timber,train
CvFQ5nFV5VE,110,writing on blackboard with chalk,train
CvFQ5nFV5VE,508,writing on blackboard with chalk,train
CvHiSuhsccY,30,"male speech, man speaking",train
CvI3lnN0M3A,73,toilet flushing,train
CvL5R1ukC0U,219,playing zither,train
CvL5R1ukC0U,260,playing zither,train
CvNS_7h5Gi4,140,"female speech, woman speaking",train
CvN_oC0AGvM,340,toilet flushing,train
CvVJd_J9A2E,410,chainsawing trees,train
CvZP0UPgMTo,0,"race car, auto racing",train
CvZXMrswEbw,530,mosquito buzzing,train
CvaB3XOxO4s,0,frog croaking,train
CvcRTTqHEyw,30,"playing violin, fiddle",train
CvdEumje8Vw,20,playing didgeridoo,train
CvexEcjtBT4,52,playing banjo,train
Cvf6Qxq-wwM,30,"pigeon, dove cooing",train
CvfiZI0thAA,30,"female speech, woman speaking",train
Cvgc82TDNnE,15,lions roaring,train
Cvgc82TDNnE,25,lions roaring,train
CviZ2GCKTUA,190,people crowd,train
CvjJiIXmVcY,2,ice cracking,train
Cvjwt9nnwXY,1,volcano explosion,train
Cvjwt9nnwXY,11,volcano explosion,train
Cvky3l12ZPU,44,playing erhu,train
CvmlTbj5k5A,76,playing cymbal,train
Cvrg-Es2dNY,30,chicken clucking,train
Cvsc0_5c9zU,30,"pigeon, dove cooing",train
Cvswtn7yHwU,50,playing clarinet,train
Cvwyf4tOrqc,30,door slamming,test
CvxCKdf9Ujw,261,planing timber,train
CvxCKdf9Ujw,395,planing timber,train
CvxL2n9DX6w,251,lighting firecrackers,train
CvxNLgLeT5Y,30,playing cymbal,train
Cw-US2uaOKs,160,helicopter,train
Cw2y7dDKvFw,108,canary calling,train
Cw2y7dDKvFw,147,canary calling,train
Cw4W3qjtbbs,10,cricket chirping,train
Cw4W3qjtbbs,22,cricket chirping,train
Cw5ZGUH2lzE,30,cat purring,train
Cw6OvD4xr88,480,turkey gobbling,train
Cw9fFeEc49k,30,"rowboat, canoe, kayak rowing",train
CwCqISja30I,16,mouse squeaking,train
CwCqISja30I,70,mouse squeaking,train
CwHSb1NOi4c,30,playing vibraphone,test
CwKPsvV4iOw,1,dog bow-wow,train
CwKvy5NQtms,0,fireworks banging,train
CwMGMvI6hb8,50,driving motorcycle,train
CwNCqEkH9uk,32,parrot talking,train
CwNCqEkH9uk,79,parrot talking,train
CwNXefUqdeY,73,playing synthesizer,train
CwNXefUqdeY,186,playing synthesizer,train
CwObXiiPX40,77,playing double bass,train
CwObXiiPX40,88,playing double bass,train
CwS_5CfCu6I,468,people slurping,train
CwS_5CfCu6I,489,people slurping,train
CwTaf5_dqIk,524,playing ukulele,train
CwTe1UcP-Xs,1,bowling impact,train
CwUJfioWON4,10,car passing by,train
CwXRc8akAyw,60,people hiccup,train
CwYqfTxtSMY,26,beat boxing,train
CwZA46SxgFM,100,sailing,train
CwZp76C3AhE,93,airplane flyby,train
CwZp76C3AhE,116,airplane flyby,train
Cw_HkrJQkkE,30,fireworks banging,train
Cw_kS9D_8DY,30,stream burbling,train
Cw_xA2m9dt4,70,playing drum kit,train
CwcjDEoezFY,7,people sniggering,train
Cwdq9y3UiEU,639,vacuum cleaner cleaning floors,train
CwePqPu5Rqo,30,chainsawing trees,train
CwfMxqs0i4U,30,playing tabla,test
CwgPI95V29w,51,playing accordion,train
CwgPdC20hew,310,playing zither,test
CwhbaRYl3kQ,180,church bell ringing,train
CwhtvVTcM1E,27,playing didgeridoo,train
CwiUW9OIvMU,32,rope skipping,train
CwiUW9OIvMU,54,rope skipping,train
CwjSkhMXLNg,152,metronome,test
CwkYle-wyTw,111,tap dancing,train
CwlGkv3Yfwk,56,lathe spinning,train
CwnvlV1r_ZI,44,yodelling,train
CwnvlV1r_ZI,106,yodelling,train
Cwo7u6k5LSI,30,driving buses,train
CwoL55_jti0,30,"male speech, man speaking",train
Cwq0RpMcZJk,25,snake hissing,train
CwrODyb20uw,140,playing clarinet,train
CwsDKy6xsAQ,860,swimming,train
CwsPCFmXUi4,380,playing trombone,train
Cwt7hCUOCDY,30,people sneezing,test
CwurZdDzodw,20,ocean burbling,train
CwvwgPb2cUw,16,wind rustling leaves,train
CwvwgPb2cUw,121,wind rustling leaves,train
CwwPQgP-DSM,57,singing bowl,train
CwyJT9ISgLo,94,child singing,train
CwyJT9ISgLo,113,child singing,train
CwzjlmBLfrQ,47,playing synthesizer,train
Cx-rIoKvwRg,20,people whistling,train
Cx1NU9oxbEc,281,electric grinder grinding,train
Cx1NU9oxbEc,298,electric grinder grinding,train
Cx3KQnQGPnQ,30,"pigeon, dove cooing",train
Cx3c6oZr7Jw,14,train horning,train
Cx4xBwuL-I4,21,ambulance siren,train
Cx4xBwuL-I4,50,ambulance siren,train
Cx54HbezhEU,30,toilet flushing,train
Cx5lZuEAqkk,57,playing squash,train
Cx5lZuEAqkk,68,playing squash,train
Cx6mnr09Img,30,playing harpsichord,train
Cx74-Xy1G8I,1,playing tambourine,train
Cx74-Xy1G8I,110,playing tambourine,train
Cx7_Qp_yZSA,130,"railroad car, train wagon",train
Cx8JYWbkU6E,18,people humming,train
CxA9FYvDUxY,42,people marching,train
CxBGzI3eqcc,744,typing on typewriter,train
CxE1Kugmz8A,30,"pigeon, dove cooing",train
CxFYx5H5hGI,110,playing badminton,train
CxFbu9k-3fc,30,chicken clucking,train
CxH20aJ_EIQ,317,cupboard opening or closing,train
CxH20aJ_EIQ,357,cupboard opening or closing,train
CxIDfBbwQPA,30,typing on computer keyboard,train
CxJBCYk7pa8,160,chicken clucking,train
CxNgd-mdl1A,38,cat purring,train
CxNgd-mdl1A,51,cat purring,train
CxQiUREPHRA,23,people whistling,train
CxQiUREPHRA,68,people whistling,train
CxR-lPEzci0,31,printer printing,train
CxSALNdzjKs,96,blowtorch igniting,test
CxSALNdzjKs,125,blowtorch igniting,test
CxScFRI1uVg,138,playing tympani,train
CxScFRI1uVg,151,playing tympani,train
CxT0yOmDCB8,19,"ice cream truck, ice cream van",train
CxVSp_s0n2c,442,"female speech, woman speaking",train
CxZe6FvOh10,4,police radio chatter,train
CxbCINh8crs,350,lawn mowing,train
CxcjSXOlWTg,96,playing theremin,train
CxcjSXOlWTg,127,playing theremin,train
CxkXUBOBY_A,30,"male speech, man speaking",train
CxpordZI584,20,using sewing machines,train
Cxrv_ed8U5o,30,owl hooting,train
CxvVg9yysKE,240,playing theremin,train
CxvVg9yysKE,250,playing theremin,train
CxxFz0gxRkI,10,"race car, auto racing",train
Cy-7yiuivCw,20,playing acoustic guitar,train
Cy2akN2bTX4,17,"alligators, crocodiles hissing",train
Cy2akN2bTX4,31,"alligators, crocodiles hissing",train
Cy4_D1ecAyQ,27,extending ladders,train
Cy5NErcSVvQ,100,"race car, auto racing",train
Cy7CLkkVKf0,34,playing erhu,train
Cy7LhsN3YB8,26,horse clip-clop,train
CyDXE0i5xY0,17,"heart sounds, heartbeat",train
CyDXE0i5xY0,38,"heart sounds, heartbeat",train
CyHBkwPguP4,59,playing glockenspiel,train
CyHBkwPguP4,90,"playing marimba, xylophone",train
CyHcfIABscw,310,people sniggering,train
CyIqcdHuTWk,1,skidding,train
CyIqcdHuTWk,12,skidding,train
CyKt86nLh-Y,30,"pigeon, dove cooing",test
CyL-he80VK8,7,people shuffling,train
CyL-he80VK8,158,people shuffling,train
CyLmUFWDEvs,30,chainsawing trees,train
CyNYdkldbGg,97,"heart sounds, heartbeat",train
CyNYdkldbGg,492,"heart sounds, heartbeat",train
CyP_qZV94Ww,86,raining,train
CyQ5KpFI5A4,30,typing on typewriter,test
CyR2vsjeo40,224,playing erhu,train
CyS8iqd8FVg,29,black capped chickadee calling,train
CyS8iqd8FVg,43,black capped chickadee calling,train
