video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,6zhKVsQABhw_0,https://www.youtube.com/watch?v=6zhKVsQABhw,"[""00:00:00.000"", ""00:00:10.000""]",6zhKVsQABhw
10.0,vggsound,6zhw6yBF85A_30,https://www.youtube.com/watch?v=6zhw6yBF85A,"[""00:00:30.000"", ""00:00:40.000""]",6zhw6yBF85A
10.0,vggsound,6zkkTVh9LEA_300,https://www.youtube.com/watch?v=6zkkTVh9LEA,"[""00:05:00.000"", ""00:05:10.000""]",6zkkTVh9LEA
10.0,vggsound,6zlMP_kQ_-w_30,https://www.youtube.com/watch?v=6zlMP_kQ_-w,"[""00:00:30.000"", ""00:00:40.000""]",6zlMP_kQ_-w
10.0,vggsound,6zlXQJrd2Iw_117,https://www.youtube.com/watch?v=6zlXQJrd2Iw,"[""00:01:57.000"", ""00:02:07.000""]",6zlXQJrd2Iw
10.0,vggsound,6zlXQJrd2Iw_136,https://www.youtube.com/watch?v=6zlXQJrd2Iw,"[""00:02:16.000"", ""00:02:26.000""]",6zlXQJrd2Iw
10.0,vggsound,6zmJKTrCtGk_330,https://www.youtube.com/watch?v=6zmJKTrCtGk,"[""00:05:30.000"", ""00:05:40.000""]",6zmJKTrCtGk
10.0,vggsound,6zmLWgC3_yc_92,https://www.youtube.com/watch?v=6zmLWgC3_yc,"[""00:01:32.000"", ""00:01:42.000""]",6zmLWgC3_yc
10.0,vggsound,6zmLWgC3_yc_102,https://www.youtube.com/watch?v=6zmLWgC3_yc,"[""00:01:42.000"", ""00:01:52.000""]",6zmLWgC3_yc
10.0,vggsound,6znNnNbpMZI_30,https://www.youtube.com/watch?v=6znNnNbpMZI,"[""00:00:30.000"", ""00:00:40.000""]",6znNnNbpMZI
10.0,vggsound,6zqYhFbfRuc_90,https://www.youtube.com/watch?v=6zqYhFbfRuc,"[""00:01:30.000"", ""00:01:40.000""]",6zqYhFbfRuc
10.0,vggsound,6zrSrQTE7z0_18,https://www.youtube.com/watch?v=6zrSrQTE7z0,"[""00:00:18.000"", ""00:00:28.000""]",6zrSrQTE7z0
10.0,vggsound,6zrSrQTE7z0_29,https://www.youtube.com/watch?v=6zrSrQTE7z0,"[""00:00:29.000"", ""00:00:39.000""]",6zrSrQTE7z0
10.0,vggsound,6zrX3NgsL7U_290,https://www.youtube.com/watch?v=6zrX3NgsL7U,"[""00:04:50.000"", ""00:05:00.000""]",6zrX3NgsL7U
10.0,vggsound,6ztL-ySuHCk_0,https://www.youtube.com/watch?v=6ztL-ySuHCk,"[""00:00:00.000"", ""00:00:10.000""]",6ztL-ySuHCk
10.0,vggsound,6zuGk80VS6k_434,https://www.youtube.com/watch?v=6zuGk80VS6k,"[""00:07:14.000"", ""00:07:24.000""]",6zuGk80VS6k
10.0,vggsound,6zu_vGjaEns_30,https://www.youtube.com/watch?v=6zu_vGjaEns,"[""00:00:30.000"", ""00:00:40.000""]",6zu_vGjaEns
