video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,FvjgDqTALWI_317,https://www.youtube.com/watch?v=FvjgDqTALWI,"[""00:05:17.000"", ""00:05:27.000""]",FvjgDqTALWI
10.0,vggsound,Fvk3sWUjGuM_30,https://www.youtube.com/watch?v=Fvk3sWUjGuM,"[""00:00:30.000"", ""00:00:40.000""]",Fvk3sWUjGuM
10.0,vggsound,FvmWB20IUaM_184,https://www.youtube.com/watch?v=FvmWB20IUaM,"[""00:03:04.000"", ""00:03:14.000""]",FvmWB20IUaM
10.0,vggsound,FvnN1BAPpXg_238,https://www.youtube.com/watch?v=FvnN1BAPpXg,"[""00:03:58.000"", ""00:04:08.000""]",FvnN1BAPpXg
10.0,vggsound,FvnN1BAPpXg_271,https://www.youtube.com/watch?v=FvnN1BAPpXg,"[""00:04:31.000"", ""00:04:41.000""]",FvnN1BAPpXg
10.0,vggsound,FvnUxh6qLGI_152,https://www.youtube.com/watch?v=FvnUxh6qLGI,"[""00:02:32.000"", ""00:02:42.000""]",FvnUxh6qLGI
10.0,vggsound,Fvnm_LtH-aM_30,https://www.youtube.com/watch?v=Fvnm_LtH-aM,"[""00:00:30.000"", ""00:00:40.000""]",Fvnm_LtH-aM
10.0,vggsound,Fvp8Ccsdo_Y_20,https://www.youtube.com/watch?v=Fvp8Ccsdo_Y,"[""00:00:20.000"", ""00:00:30.000""]",Fvp8Ccsdo_Y
10.0,vggsound,Fvp8Ccsdo_Y_40,https://www.youtube.com/watch?v=Fvp8Ccsdo_Y,"[""00:00:40.000"", ""00:00:50.000""]",Fvp8Ccsdo_Y
10.0,vggsound,FvqXfFwflQw_29,https://www.youtube.com/watch?v=FvqXfFwflQw,"[""00:00:29.000"", ""00:00:39.000""]",FvqXfFwflQw
10.0,vggsound,FvraSRQJeZY_30,https://www.youtube.com/watch?v=FvraSRQJeZY,"[""00:00:30.000"", ""00:00:40.000""]",FvraSRQJeZY
10.0,vggsound,Fvs7hFPMeko_32,https://www.youtube.com/watch?v=Fvs7hFPMeko,"[""00:00:32.000"", ""00:00:42.000""]",Fvs7hFPMeko
10.0,vggsound,FvtWfZO7GxY_150,https://www.youtube.com/watch?v=FvtWfZO7GxY,"[""00:02:30.000"", ""00:02:40.000""]",FvtWfZO7GxY
10.0,vggsound,FvuVDLnhrwE_13,https://www.youtube.com/watch?v=FvuVDLnhrwE,"[""00:00:13.000"", ""00:00:23.000""]",FvuVDLnhrwE
10.0,vggsound,FvuwZYMp944_26,https://www.youtube.com/watch?v=FvuwZYMp944,"[""00:00:26.000"", ""00:00:36.000""]",FvuwZYMp944
10.0,vggsound,FvvJSbJjOBE_30,https://www.youtube.com/watch?v=FvvJSbJjOBE,"[""00:00:30.000"", ""00:00:40.000""]",FvvJSbJjOBE
10.0,vggsound,FvyZ1he1dzY_140,https://www.youtube.com/watch?v=FvyZ1he1dzY,"[""00:02:20.000"", ""00:02:30.000""]",FvyZ1he1dzY
10.0,vggsound,FvyZ1he1dzY_165,https://www.youtube.com/watch?v=FvyZ1he1dzY,"[""00:02:45.000"", ""00:02:55.000""]",FvyZ1he1dzY
10.0,vggsound,Fw-icBmwaBY_109,https://www.youtube.com/watch?v=Fw-icBmwaBY,"[""00:01:49.000"", ""00:01:59.000""]",Fw-icBmwaBY
10.0,vggsound,Fw3PM_Zii9g_30,https://www.youtube.com/watch?v=Fw3PM_Zii9g,"[""00:00:30.000"", ""00:00:40.000""]",Fw3PM_Zii9g
10.0,vggsound,Fw91A1uPDIg_50,https://www.youtube.com/watch?v=Fw91A1uPDIg,"[""00:00:50.000"", ""00:01:00.000""]",Fw91A1uPDIg
10.0,vggsound,FwB52n9_dn0_7,https://www.youtube.com/watch?v=FwB52n9_dn0,"[""00:00:07.000"", ""00:00:17.000""]",FwB52n9_dn0
10.0,vggsound,FwB52n9_dn0_18,https://www.youtube.com/watch?v=FwB52n9_dn0,"[""00:00:18.000"", ""00:00:28.000""]",FwB52n9_dn0
10.0,vggsound,FwBOKR0K8J0_10,https://www.youtube.com/watch?v=FwBOKR0K8J0,"[""00:00:10.000"", ""00:00:20.000""]",FwBOKR0K8J0
10.0,vggsound,FwE0q72wZdg_30,https://www.youtube.com/watch?v=FwE0q72wZdg,"[""00:00:30.000"", ""00:00:40.000""]",FwE0q72wZdg
10.0,vggsound,FwECjZTkp4A_791,https://www.youtube.com/watch?v=FwECjZTkp4A,"[""00:13:11.000"", ""00:13:21.000""]",FwECjZTkp4A
10.0,vggsound,FwEeA3wC6kE_250,https://www.youtube.com/watch?v=FwEeA3wC6kE,"[""00:04:10.000"", ""00:04:20.000""]",FwEeA3wC6kE
10.0,vggsound,FwEpUDMDsbA_345,https://www.youtube.com/watch?v=FwEpUDMDsbA,"[""00:05:45.000"", ""00:05:55.000""]",FwEpUDMDsbA
10.0,vggsound,FwEpUDMDsbA_397,https://www.youtube.com/watch?v=FwEpUDMDsbA,"[""00:06:37.000"", ""00:06:47.000""]",FwEpUDMDsbA
10.0,vggsound,FwEsDuwif8Y_20,https://www.youtube.com/watch?v=FwEsDuwif8Y,"[""00:00:20.000"", ""00:00:30.000""]",FwEsDuwif8Y
10.0,vggsound,FwFcuLRliNo_36,https://www.youtube.com/watch?v=FwFcuLRliNo,"[""00:00:36.000"", ""00:00:46.000""]",FwFcuLRliNo
10.0,vggsound,FwFcuLRliNo_46,https://www.youtube.com/watch?v=FwFcuLRliNo,"[""00:00:46.000"", ""00:00:56.000""]",FwFcuLRliNo
10.0,vggsound,FwHb1eQNkn8_139,https://www.youtube.com/watch?v=FwHb1eQNkn8,"[""00:02:19.000"", ""00:02:29.000""]",FwHb1eQNkn8
10.0,vggsound,FwHb1eQNkn8_273,https://www.youtube.com/watch?v=FwHb1eQNkn8,"[""00:04:33.000"", ""00:04:43.000""]",FwHb1eQNkn8
10.0,vggsound,FwLbXcp4X4g_30,https://www.youtube.com/watch?v=FwLbXcp4X4g,"[""00:00:30.000"", ""00:00:40.000""]",FwLbXcp4X4g
10.0,vggsound,FwPWORMzpS4_56,https://www.youtube.com/watch?v=FwPWORMzpS4,"[""00:00:56.000"", ""00:01:06.000""]",FwPWORMzpS4
