video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,PYacH8VUhXc_10,https://www.youtube.com/watch?v=PYacH8VUhXc,"[""00:00:10.000"", ""00:00:20.000""]",PYacH8VUhXc
10.0,vggsound,PYgxoMjrObc_0,https://www.youtube.com/watch?v=PYgxoMjrObc,"[""00:00:00.000"", ""00:00:10.000""]",PYgxoMjrObc
10.0,vggsound,PYislCydAPQ_30,https://www.youtube.com/watch?v=PYislCydAPQ,"[""00:00:30.000"", ""00:00:40.000""]",PYislCydAPQ
10.0,vggsound,PYkYPLNqhBM_30,https://www.youtube.com/watch?v=PYkYPLNqhBM,"[""00:00:30.000"", ""00:00:40.000""]",PYkYPLNqhBM
10.0,vggsound,PYlCPdwBOlA_14,https://www.youtube.com/watch?v=PYlCPdwBOlA,"[""00:00:14.000"", ""00:00:24.000""]",PYlCPdwBOlA
10.0,vggsound,PYlCPdwBOlA_38,https://www.youtube.com/watch?v=PYlCPdwBOlA,"[""00:00:38.000"", ""00:00:48.000""]",PYlCPdwBOlA
10.0,vggsound,PYlIscXuIWM_246,https://www.youtube.com/watch?v=PYlIscXuIWM,"[""00:04:06.000"", ""00:04:16.000""]",PYlIscXuIWM
10.0,vggsound,PYlu5B-Qva8_21,https://www.youtube.com/watch?v=PYlu5B-Qva8,"[""00:00:21.000"", ""00:00:31.000""]",PYlu5B-Qva8
10.0,vggsound,PYlu5B-Qva8_36,https://www.youtube.com/watch?v=PYlu5B-Qva8,"[""00:00:36.000"", ""00:00:46.000""]",PYlu5B-Qva8
10.0,vggsound,PYn8KKYiX24_45,https://www.youtube.com/watch?v=PYn8KKYiX24,"[""00:00:45.000"", ""00:00:55.000""]",PYn8KKYiX24
10.0,vggsound,PYnP4e9bJ_I_0,https://www.youtube.com/watch?v=PYnP4e9bJ_I,"[""00:00:00.000"", ""00:00:10.000""]",PYnP4e9bJ_I
10.0,vggsound,PYnln-xwWUU_375,https://www.youtube.com/watch?v=PYnln-xwWUU,"[""00:06:15.000"", ""00:06:25.000""]",PYnln-xwWUU
10.0,vggsound,PYnln-xwWUU_434,https://www.youtube.com/watch?v=PYnln-xwWUU,"[""00:07:14.000"", ""00:07:24.000""]",PYnln-xwWUU
10.0,vggsound,PYo7P9sWaAE_66,https://www.youtube.com/watch?v=PYo7P9sWaAE,"[""00:01:06.000"", ""00:01:16.000""]",PYo7P9sWaAE
10.0,vggsound,PYo7P9sWaAE_105,https://www.youtube.com/watch?v=PYo7P9sWaAE,"[""00:01:45.000"", ""00:01:55.000""]",PYo7P9sWaAE
10.0,vggsound,PYqPEeh56fg_81,https://www.youtube.com/watch?v=PYqPEeh56fg,"[""00:01:21.000"", ""00:01:31.000""]",PYqPEeh56fg
10.0,vggsound,PYqjZWAFU6I_110,https://www.youtube.com/watch?v=PYqjZWAFU6I,"[""00:01:50.000"", ""00:02:00.000""]",PYqjZWAFU6I
10.0,vggsound,PYs1p7kvjT4_0,https://www.youtube.com/watch?v=PYs1p7kvjT4,"[""00:00:00.000"", ""00:00:10.000""]",PYs1p7kvjT4
10.0,vggsound,PYs1p7kvjT4_333,https://www.youtube.com/watch?v=PYs1p7kvjT4,"[""00:05:33.000"", ""00:05:43.000""]",PYs1p7kvjT4
10.0,vggsound,PYsE0XVBr7o_26,https://www.youtube.com/watch?v=PYsE0XVBr7o,"[""00:00:26.000"", ""00:00:36.000""]",PYsE0XVBr7o
10.0,vggsound,PYt5F1WyFHA_25,https://www.youtube.com/watch?v=PYt5F1WyFHA,"[""00:00:25.000"", ""00:00:35.000""]",PYt5F1WyFHA
10.0,vggsound,PYt5F1WyFHA_38,https://www.youtube.com/watch?v=PYt5F1WyFHA,"[""00:00:38.000"", ""00:00:48.000""]",PYt5F1WyFHA
10.0,vggsound,PYtRirJih6k_200,https://www.youtube.com/watch?v=PYtRirJih6k,"[""00:03:20.000"", ""00:03:30.000""]",PYtRirJih6k
10.0,vggsound,PYteL5vS-xM_248,https://www.youtube.com/watch?v=PYteL5vS-xM,"[""00:04:08.000"", ""00:04:18.000""]",PYteL5vS-xM
10.0,vggsound,PYvZ4KPGhHs_0,https://www.youtube.com/watch?v=PYvZ4KPGhHs,"[""00:00:00.000"", ""00:00:10.000""]",PYvZ4KPGhHs
10.0,vggsound,PYvas8lpXtQ_0,https://www.youtube.com/watch?v=PYvas8lpXtQ,"[""00:00:00.000"", ""00:00:10.000""]",PYvas8lpXtQ
10.0,vggsound,PYvas8lpXtQ_88,https://www.youtube.com/watch?v=PYvas8lpXtQ,"[""00:01:28.000"", ""00:01:38.000""]",PYvas8lpXtQ
10.0,vggsound,PYwnh-INyWs_30,https://www.youtube.com/watch?v=PYwnh-INyWs,"[""00:00:30.000"", ""00:00:40.000""]",PYwnh-INyWs
10.0,vggsound,PYxfPtFymHg_30,https://www.youtube.com/watch?v=PYxfPtFymHg,"[""00:00:30.000"", ""00:00:40.000""]",PYxfPtFymHg
10.0,vggsound,PYyOddqpw10_0,https://www.youtube.com/watch?v=PYyOddqpw10,"[""00:00:00.000"", ""00:00:10.000""]",PYyOddqpw10
10.0,vggsound,PYz-Dytp0uc_107,https://www.youtube.com/watch?v=PYz-Dytp0uc,"[""00:01:47.000"", ""00:01:57.000""]",PYz-Dytp0uc
10.0,vggsound,PYz-Dytp0uc_130,https://www.youtube.com/watch?v=PYz-Dytp0uc,"[""00:02:10.000"", ""00:02:20.000""]",PYz-Dytp0uc
10.0,vggsound,PZ-qUWM5OLY_70,https://www.youtube.com/watch?v=PZ-qUWM5OLY,"[""00:01:10.000"", ""00:01:20.000""]",PZ-qUWM5OLY
10.0,vggsound,PZ1HBXnwIVE_16,https://www.youtube.com/watch?v=PZ1HBXnwIVE,"[""00:00:16.000"", ""00:00:26.000""]",PZ1HBXnwIVE
10.0,vggsound,PZ5JWB6iNa4_30,https://www.youtube.com/watch?v=PZ5JWB6iNa4,"[""00:00:30.000"", ""00:00:40.000""]",PZ5JWB6iNa4
10.0,vggsound,PZ5zOeFS0Dg_232,https://www.youtube.com/watch?v=PZ5zOeFS0Dg,"[""00:03:52.000"", ""00:04:02.000""]",PZ5zOeFS0Dg
10.0,vggsound,PZ5zOeFS0Dg_359,https://www.youtube.com/watch?v=PZ5zOeFS0Dg,"[""00:05:59.000"", ""00:06:09.000""]",PZ5zOeFS0Dg
10.0,vggsound,PZ79Au6qZSA_51,https://www.youtube.com/watch?v=PZ79Au6qZSA,"[""00:00:51.000"", ""00:01:01.000""]",PZ79Au6qZSA
10.0,vggsound,PZ7lARjDQXQ_4,https://www.youtube.com/watch?v=PZ7lARjDQXQ,"[""00:00:04.000"", ""00:00:14.000""]",PZ7lARjDQXQ
10.0,vggsound,PZ7lARjDQXQ_18,https://www.youtube.com/watch?v=PZ7lARjDQXQ,"[""00:00:18.000"", ""00:00:28.000""]",PZ7lARjDQXQ
10.0,vggsound,PZ8JKqeAXJQ_30,https://www.youtube.com/watch?v=PZ8JKqeAXJQ,"[""00:00:30.000"", ""00:00:40.000""]",PZ8JKqeAXJQ
10.0,vggsound,PZ9WxD7K6ng_8,https://www.youtube.com/watch?v=PZ9WxD7K6ng,"[""00:00:08.000"", ""00:00:18.000""]",PZ9WxD7K6ng
10.0,vggsound,PZACLpEasFU_30,https://www.youtube.com/watch?v=PZACLpEasFU,"[""00:00:30.000"", ""00:00:40.000""]",PZACLpEasFU
10.0,vggsound,PZAXmiMsa2k_3,https://www.youtube.com/watch?v=PZAXmiMsa2k,"[""00:00:03.000"", ""00:00:13.000""]",PZAXmiMsa2k
10.0,vggsound,PZC_HSy31sQ_32,https://www.youtube.com/watch?v=PZC_HSy31sQ,"[""00:00:32.000"", ""00:00:42.000""]",PZC_HSy31sQ
10.0,vggsound,PZC_HSy31sQ_274,https://www.youtube.com/watch?v=PZC_HSy31sQ,"[""00:04:34.000"", ""00:04:44.000""]",PZC_HSy31sQ
10.0,vggsound,PZChY40DQt8_30,https://www.youtube.com/watch?v=PZChY40DQt8,"[""00:00:30.000"", ""00:00:40.000""]",PZChY40DQt8
10.0,vggsound,PZDAz2nEZys_16,https://www.youtube.com/watch?v=PZDAz2nEZys,"[""00:00:16.000"", ""00:00:26.000""]",PZDAz2nEZys
10.0,vggsound,PZDAz2nEZys_56,https://www.youtube.com/watch?v=PZDAz2nEZys,"[""00:00:56.000"", ""00:01:06.000""]",PZDAz2nEZys
10.0,vggsound,PZFFaQWzjBo_50,https://www.youtube.com/watch?v=PZFFaQWzjBo,"[""00:00:50.000"", ""00:01:00.000""]",PZFFaQWzjBo
10.0,vggsound,PZH-l6Rn9yM_570,https://www.youtube.com/watch?v=PZH-l6Rn9yM,"[""00:09:30.000"", ""00:09:40.000""]",PZH-l6Rn9yM
10.0,vggsound,PZIfsItgfNc_10,https://www.youtube.com/watch?v=PZIfsItgfNc,"[""00:00:10.000"", ""00:00:20.000""]",PZIfsItgfNc
10.0,vggsound,PZIi9nkHlc4_514,https://www.youtube.com/watch?v=PZIi9nkHlc4,"[""00:08:34.000"", ""00:08:44.000""]",PZIi9nkHlc4
10.0,vggsound,PZIi9nkHlc4_857,https://www.youtube.com/watch?v=PZIi9nkHlc4,"[""00:14:17.000"", ""00:14:27.000""]",PZIi9nkHlc4
10.0,vggsound,PZJIZrfZmXw_36,https://www.youtube.com/watch?v=PZJIZrfZmXw,"[""00:00:36.000"", ""00:00:46.000""]",PZJIZrfZmXw
10.0,vggsound,PZJIZrfZmXw_176,https://www.youtube.com/watch?v=PZJIZrfZmXw,"[""00:02:56.000"", ""00:03:06.000""]",PZJIZrfZmXw
10.0,vggsound,PZJtBkLPDbM_460,https://www.youtube.com/watch?v=PZJtBkLPDbM,"[""00:07:40.000"", ""00:07:50.000""]",PZJtBkLPDbM
10.0,vggsound,PZLsTEMIuW4_2,https://www.youtube.com/watch?v=PZLsTEMIuW4,"[""00:00:02.000"", ""00:00:12.000""]",PZLsTEMIuW4
10.0,vggsound,PZQGQsjmALQ_19,https://www.youtube.com/watch?v=PZQGQsjmALQ,"[""00:00:19.000"", ""00:00:29.000""]",PZQGQsjmALQ
10.0,vggsound,PZQLLRlzVGg_40,https://www.youtube.com/watch?v=PZQLLRlzVGg,"[""00:00:40.000"", ""00:00:50.000""]",PZQLLRlzVGg
10.0,vggsound,PZW8AEqyihI_0,https://www.youtube.com/watch?v=PZW8AEqyihI,"[""00:00:00.000"", ""00:00:10.000""]",PZW8AEqyihI
10.0,vggsound,PZX2H7RENuQ_1,https://www.youtube.com/watch?v=PZX2H7RENuQ,"[""00:00:01.000"", ""00:00:11.000""]",PZX2H7RENuQ
10.0,vggsound,PZX2H7RENuQ_12,https://www.youtube.com/watch?v=PZX2H7RENuQ,"[""00:00:12.000"", ""00:00:22.000""]",PZX2H7RENuQ
10.0,vggsound,PZXHzc6lGQk_218,https://www.youtube.com/watch?v=PZXHzc6lGQk,"[""00:03:38.000"", ""00:03:48.000""]",PZXHzc6lGQk
10.0,vggsound,PZXHzc6lGQk_249,https://www.youtube.com/watch?v=PZXHzc6lGQk,"[""00:04:09.000"", ""00:04:19.000""]",PZXHzc6lGQk
10.0,vggsound,PZYLWnNYxfw_9,https://www.youtube.com/watch?v=PZYLWnNYxfw,"[""00:00:09.000"", ""00:00:19.000""]",PZYLWnNYxfw
10.0,vggsound,PZYLWnNYxfw_20,https://www.youtube.com/watch?v=PZYLWnNYxfw,"[""00:00:20.000"", ""00:00:30.000""]",PZYLWnNYxfw
10.0,vggsound,PZZPaG2s4p4_35,https://www.youtube.com/watch?v=PZZPaG2s4p4,"[""00:00:35.000"", ""00:00:45.000""]",PZZPaG2s4p4
10.0,vggsound,PZbH5x2W9rE_124,https://www.youtube.com/watch?v=PZbH5x2W9rE,"[""00:02:04.000"", ""00:02:14.000""]",PZbH5x2W9rE
10.0,vggsound,PZbH5x2W9rE_395,https://www.youtube.com/watch?v=PZbH5x2W9rE,"[""00:06:35.000"", ""00:06:45.000""]",PZbH5x2W9rE
10.0,vggsound,PZbHgnDtaVo_69,https://www.youtube.com/watch?v=PZbHgnDtaVo,"[""00:01:09.000"", ""00:01:19.000""]",PZbHgnDtaVo
10.0,vggsound,PZbHgnDtaVo_139,https://www.youtube.com/watch?v=PZbHgnDtaVo,"[""00:02:19.000"", ""00:02:29.000""]",PZbHgnDtaVo
10.0,vggsound,PZcK6yU0GIM_30,https://www.youtube.com/watch?v=PZcK6yU0GIM,"[""00:00:30.000"", ""00:00:40.000""]",PZcK6yU0GIM
10.0,vggsound,PZfmRgFwuqo_5,https://www.youtube.com/watch?v=PZfmRgFwuqo,"[""00:00:05.000"", ""00:00:15.000""]",PZfmRgFwuqo
10.0,vggsound,PZfmRgFwuqo_18,https://www.youtube.com/watch?v=PZfmRgFwuqo,"[""00:00:18.000"", ""00:00:28.000""]",PZfmRgFwuqo
10.0,vggsound,PZfz41VGJcU_160,https://www.youtube.com/watch?v=PZfz41VGJcU,"[""00:02:40.000"", ""00:02:50.000""]",PZfz41VGJcU
