video_time,dataset_src,key,url,orig_span,video_id
10.0,vggsound,Cw-US2uaOKs_160,https://www.youtube.com/watch?v=Cw-US2uaOKs,"[""00:02:40.000"", ""00:02:50.000""]",Cw-US2uaOKs
10.0,vggsound,Cw2y7dDKvFw_108,https://www.youtube.com/watch?v=Cw2y7dDKvFw,"[""00:01:48.000"", ""00:01:58.000""]",Cw2y7dDKvFw
10.0,vggsound,Cw2y7dDKvFw_147,https://www.youtube.com/watch?v=Cw2y7dDKvFw,"[""00:02:27.000"", ""00:02:37.000""]",Cw2y7dDKvFw
10.0,vggsound,Cw4W3qjtbbs_10,https://www.youtube.com/watch?v=Cw4W3qjtbbs,"[""00:00:10.000"", ""00:00:20.000""]",Cw4W3qjtbbs
10.0,vggsound,Cw4W3qjtbbs_22,https://www.youtube.com/watch?v=Cw4W3qjtbbs,"[""00:00:22.000"", ""00:00:32.000""]",Cw4W3qjtbbs
10.0,vggsound,Cw5ZGUH2lzE_30,https://www.youtube.com/watch?v=Cw5ZGUH2lzE,"[""00:00:30.000"", ""00:00:40.000""]",Cw5ZGUH2lzE
10.0,vggsound,Cw6OvD4xr88_480,https://www.youtube.com/watch?v=Cw6OvD4xr88,"[""00:08:00.000"", ""00:08:10.000""]",Cw6OvD4xr88
10.0,vggsound,Cw9fFeEc49k_30,https://www.youtube.com/watch?v=Cw9fFeEc49k,"[""00:00:30.000"", ""00:00:40.000""]",Cw9fFeEc49k
10.0,vggsound,CwCqISja30I_16,https://www.youtube.com/watch?v=CwCqISja30I,"[""00:00:16.000"", ""00:00:26.000""]",CwCqISja30I
10.0,vggsound,CwCqISja30I_70,https://www.youtube.com/watch?v=CwCqISja30I,"[""00:01:10.000"", ""00:01:20.000""]",CwCqISja30I
10.0,vggsound,CwHSb1NOi4c_30,https://www.youtube.com/watch?v=CwHSb1NOi4c,"[""00:00:30.000"", ""00:00:40.000""]",CwHSb1NOi4c
10.0,vggsound,CwKPsvV4iOw_1,https://www.youtube.com/watch?v=CwKPsvV4iOw,"[""00:00:01.000"", ""00:00:11.000""]",CwKPsvV4iOw
10.0,vggsound,CwKvy5NQtms_0,https://www.youtube.com/watch?v=CwKvy5NQtms,"[""00:00:00.000"", ""00:00:10.000""]",CwKvy5NQtms
10.0,vggsound,CwMGMvI6hb8_50,https://www.youtube.com/watch?v=CwMGMvI6hb8,"[""00:00:50.000"", ""00:01:00.000""]",CwMGMvI6hb8
10.0,vggsound,CwNCqEkH9uk_32,https://www.youtube.com/watch?v=CwNCqEkH9uk,"[""00:00:32.000"", ""00:00:42.000""]",CwNCqEkH9uk
10.0,vggsound,CwNCqEkH9uk_79,https://www.youtube.com/watch?v=CwNCqEkH9uk,"[""00:01:19.000"", ""00:01:29.000""]",CwNCqEkH9uk
10.0,vggsound,CwNXefUqdeY_73,https://www.youtube.com/watch?v=CwNXefUqdeY,"[""00:01:13.000"", ""00:01:23.000""]",CwNXefUqdeY
10.0,vggsound,CwNXefUqdeY_186,https://www.youtube.com/watch?v=CwNXefUqdeY,"[""00:03:06.000"", ""00:03:16.000""]",CwNXefUqdeY
