sQbEIVxAfQ4,583,planing timber,test
sQgzDFtzh5k,27,duck quacking,train
sQgzDFtzh5k,48,duck quacking,train
sQhpZtiYgEg,2,magpie calling,train
sQhpZtiYgEg,14,magpie calling,train
sQl5hNTGlfM,40,people whistling,train
sQuPiaO9BSQ,26,playing bongo,train
sQuPiaO9BSQ,55,playing bongo,train
sQve2uUIc3M,56,people farting,train
sQyRIIrROMM,80,police car (siren),train
sQzGWHro8hA,20,playing cello,train
sR-0lRBxsaY,13,blowtorch igniting,train
sR-0lRBxsaY,35,blowtorch igniting,train
sR-yBucHMBA,81,firing cannon,train
sR-yBucHMBA,530,firing cannon,train
sR0YovZ_KCs,22,people belly laughing,train
sR0YovZ_KCs,84,people belly laughing,train
sR0glGdd9_I,30,horse neighing,train
sR2JWv7M0mI,210,orchestra,train
sRE8gElyftc,10,people sniggering,train
sRFfKmRLw4E,85,ferret dooking,train
sRFg7Zd3SaQ,30,playing cymbal,train
sRGV8vJ5M4M,120,playing saxophone,train
sRGxv-YSpo0,30,"vehicle horn, car horn, honking",train
sRKyvq20rY4,2,dog growling,test
sRLtrtkRJLM,25,car engine knocking,train
sRMv18hlNlQ,78,playing electronic organ,train
sRMv18hlNlQ,112,playing electronic organ,train
sRQEy15g6Bw,299,train whistling,train
sRQEy15g6Bw,309,train whistling,train
sRSga7TxQRc,10,skateboarding,train
sRT68j4VIW0,50,people hiccup,train
sRVlsoZ0dmg,23,playing mandolin,train
sRVlsoZ0dmg,66,playing mandolin,train
sRXl6N31Mtw,4,wood thrush calling,train
sRXl6N31Mtw,152,wood thrush calling,train
sR_CkpUfe5Y,20,printer printing,train
sRbQXKbFWkU,240,"bee, wasp, etc. buzzing",train
sRdCCjXkFRU,30,sheep bleating,test
sRdyzu9Gp6o,59,"engine accelerating, revving, vroom",train
sRkwSHwQcEA,11,coyote howling,train
sRkwSHwQcEA,25,coyote howling,train
sRmvIWHlzBg,12,baby crying,train
sRmvIWHlzBg,29,baby crying,train
sRpHeWsf_XY,30,playing harpsichord,train
sRqv9nqq1c8,134,"railroad car, train wagon",train
sRsfsQp8i2Y,10,"female speech, woman speaking",train
sRy0iUnqZhw,20,stream burbling,train
sRyX4fcEmdc,30,playing banjo,train
sS2GJNAXeWc,30,"pigeon, dove cooing",test
sS34LjEBaq0,10,skateboarding,train
sS4NEhWjRss,30,ambulance siren,train
sS4SfCOFWxw,30,people burping,test
sS7ngMDF4RQ,14,people coughing,train
sS7ngMDF4RQ,28,people coughing,train
sS8LOAJdLHI,40,dog barking,train
sSDrmQNU1Dk,330,"subway, metro, underground",train
sSFHgWeHZI0,3,zebra braying,train
sSHsYNGXNEw,0,train horning,train
sSJAzADv_pw,30,baby laughter,test
sSMyh-89F_0,0,playing french horn,train
sSNdemHCHFA,140,lawn mowing,train
sSQjvvPmZFo,240,cheetah chirrup,train
sSWgkWC5n3U,5,crow cawing,train
sSXf_PBZ4Fg,17,pig oinking,train
sSZDSe4tMVg,80,skidding,train
sSb0kVDmQDQ,30,helicopter,train
sSbXgLt53Wg,210,playing cello,train
sSbowzpqHCc,0,stream burbling,train
sSc5jwuW_5A,30,police car (siren),train
sShJfLZMGVk,10,playing piano,train
sShpyu2l4YQ,0,dog barking,train
sSmedepr9es,40,"railroad car, train wagon",train
sSsh0VjhMCE,8,"cattle, bovinae cowbell",train
sSsh0VjhMCE,22,"cattle, bovinae cowbell",train
sSxoIJHeRBE,4,"vehicle horn, car horn, honking",train
sSyLu1YGYms,0,playing harp,train
sSyMTKJj6Zc,265,male singing,train
sSzQE9YITzg,0,people whistling,train
sT-BGTNCkh4,0,"bird chirping, tweeting",train
sT7L16KyYxs,0,playing harp,train
sT7L16KyYxs,76,playing harp,train
sTF8VF0tBdk,30,people running,train
sTGXRBeGJyQ,23,playing electronic organ,train
sTGXRBeGJyQ,111,playing electronic organ,train
sTIPq5qnc0c,80,playing acoustic guitar,train
sTIneRr0WGY,120,playing bass drum,train
sTMXErNoNHM,64,lions roaring,train
sTMXErNoNHM,122,lions roaring,train
sTNL_HntSUc,19,"subway, metro, underground",train
sTQYvMFeA9I,6,playing oboe,train
sTQZoLNF0xg,40,playing drum kit,train
sTRtTe6xZAU,50,"bird chirping, tweeting",train
sTSUqmbCtOU,30,"rowboat, canoe, kayak rowing",train
sTSWT7ohyZE,19,crow cawing,train
sTToBcNbLH4,28,elk bugling,train
sTToBcNbLH4,80,elk bugling,train
