video_time,key,dataset_src,url,span,scene_cut,video_id,total score,raw_caption,refined_caption,rewritten_caption
13.344827586206897,dbwiTXUW3Uc.12_1,hdvg,https://www.youtube.com/watch?v=dbwiTXUW3Uc,"['00:02:09.869', '00:02:19.920']","[24, 411]",dbwiTXUW3Uc,75.94798278808594,"The image depicts a sequence of frames from a basketball game. The video captures the dynamic movements of the players on the court, with a focus on the action between two teams. The camera perspective is from the side of the court, providing a clear view of the players' movements and the ball's trajectory.

In the first frame, we see a player in a white jersey dribbling the ball towards the basket, with a defender in a blue jersey attempting to block the shot. The second frame shows the player in white continuing to drive towards the basket, while the defender in blue is still in position. The third frame captures the player in white making a jump shot, with the defender in blue still trying to block the shot.

The background of the frames shows a crowd of spectators watching the game, indicating that this is a professional or semi-professional match. The court is well-maintained, with clear markings and a visible scoreboard.

Throughout the sequence, the players' movements and the ball's position suggest a fast-paced game with high levels of skill and athleticism. The video captures the intensity and excitement of the sport, with each frame showing a different moment in the action.","The video depicts a sequence of a basketball game. The camera perspective is from the side of the court, providing a clear view of the players' movements and the ball's trajectory. The video features two teams competing, with players in white and blue jerseys. A player in a white jersey is shown dribbling the ball towards the basket, with a defender in a blue jersey attempting to block the shot. The player in white then makes a jump shot, while the defender in blue continues to try to block the attempt. The background shows a crowd of spectators, indicating a professional or semi-professional match, and the well-maintained court with visible markings and a scoreboard.","The camera shows a basketball game from the side of the court. Two teams, one in white jerseys and one in blue jerseys, compete. A player in a white jersey dribbles towards the basket, while a defender in a blue jersey tries to block. The player in white jumps and shoots. The defender in blue continues to try to block. The background shows a crowd of spectators and a well-maintained court with markings and a scoreboard."
12.99,LsGKwyP7eg4.13_0,hdvg,https://www.youtube.com/watch?v=LsGKwyP7eg4,"['00:02:13.310', '00:02:26.300']","[0, -1]",LsGKwyP7eg4,54.12351608276367,"The image appears to be a collage of screenshots from a first-person shooter video game. The player's perspective is consistent throughout the frames, suggesting a sequence of actions taken by the player. The environment is a dilapidated industrial or warehouse setting with concrete walls and metal structures.

In the sequence, we can observe the player's hands holding a gun, which is a common element in first-person shooter games. The gun is equipped with a scope, indicating that the player might be engaging in long-range combat or aiming for precision shots. The player's hands are wearing gloves, which is typical for characters in such games to provide grip and protection.

The HUD (heads-up display) elements in the screenshots show various game-related information such as health, ammunition, and possibly score or points. The numbers ""$16000"" and ""$15000"" suggest that the player is accumulating in-game currency, which is often used to purchase weapons or upgrades.

The sequence of frames captures the player's movement through the environment, with the camera perspective changing slightly to follow the player's actions. The player seems to be moving forward, possibly engaging in combat or exploration. The walls are marked with bullet holes, indicating recent or ongoing gunfire.

Overall, the image suggests a dynamic and action-packed gameplay experience, with the player navigating a challenging environment while engaging in combat. The focus on the player's hands and the gun, along with the HUD elements, emphasizes the","The video depicts a first-person perspective of a player navigating a dilapidated industrial or warehouse setting in a first-person shooter game. The player's hands, holding a scoped gun, are visible throughout the sequence, suggesting the player is engaged in combat or exploration. The heads-up display (HUD) shows game-related information such as health, ammunition, and in-game currency. The environment features concrete walls and metal structures, with bullet holes indicating recent or ongoing gunfire. The camera perspective changes slightly to follow the player's movement through the setting.","A first-person perspective shows a player navigating a dilapidated industrial setting with concrete walls and metal structures. The player's hands hold a scoped gun, and the heads-up display shows health, ammunition, and in-game currency. Bullet holes are visible on the walls. The camera follows the player's movement through the environment."
12.245566666666669,moP46qpI0So.17_0,hdvg,https://www.youtube.com/watch?v=moP46qpI0So,"['00:02:54.340', '00:03:08.950']","[0, 367]",moP46qpI0So,40.71796417236328,"The image appears to be a collage of three frames from a video, arranged in a 2x3 grid. The video seems to depict a journey or a trip through a rural or mountainous area, as suggested by the presence of train tracks in each frame.

Starting from the top left, the first frame shows a train on the tracks with a lush green hillside in the background, indicating the beginning of the journey. The middle frame, located in the center of the grid, shows a closer view of the train tracks, possibly indicating a change in perspective or a closer approach to the tracks. The bottom left frame, the first in the second row, provides a wider view of the landscape, with the train still on the tracks, suggesting that the journey is still in progress.

The top right frame, the second in the first row, shows a more distant view of the train, possibly indicating that the train is moving away from the viewer's perspective. The middle right frame, the second in the second row, provides a similar perspective to the first frame in the second row, with the train still on the tracks and the landscape in the background. The bottom right frame, the third in the second row, shows a closer view of the train, possibly indicating that the train is moving towards the viewer's perspective.

Overall, the video seems to capture the journey of a train through a scenic landscape, with the camera perspective changing to provide different views of the train and its surroundings. The lush green hillsides and the train tracks suggest a peaceful and","The video depicts a train journey through a rural or mountainous landscape. The frames show the train on tracks, with varying perspectives - from a distance, closer up, and at different angles. The setting features lush green hillsides in the background, suggesting a scenic, peaceful environment. The sequence of frames suggests the progression of the train's journey through the landscape.","A train travels on tracks through a rural landscape. The camera shows the train from varying perspectives, including from a distance, closer up, and at different angles. Lush green hillsides are visible in the background. The train continues on its journey."
14.583333333333334,K1q8EJsObpI.6_8,hdvg,https://www.youtube.com/watch?v=K1q8EJsObpI,"['00:01:01.890', '00:02:54.750']","[1675, 2025]",K1q8EJsObpI,31.50881576538086,"The image appears to be a collage of frames from a video, showcasing a person engaging in an underwater activity. The individual is wearing a full scuba diving gear, including a black wetsuit, a diving helmet with a clear visor, and yellow flippers. The person is seen in various stages of diving, with the water's surface visible in the background.

The video seems to capture the person's descent into the water, as indicated by the change in the water's depth and clarity in the frames. The person's hand is visible in some frames, possibly holding onto a rope or an object, which suggests they might be preparing for a dive or interacting with something underwater.

The camera perspective is consistent, focusing on the person's face and upper body, which allows for a clear view of the diving gear and the person's expression. The lighting in the frames indicates that the dive is taking place during the day, with natural light filtering through the water.

Overall, the video seems to document a scuba diving experience, with a focus on the individual's preparation, descent, and interaction with the underwater environment. The sequence of frames provides a dynamic view of the diving process, capturing the transition from the surface to the depths of the water.","A person in full scuba diving gear, including a black wetsuit, diving helmet, and yellow flippers, is seen in various stages of an underwater activity. The video captures the individual's descent into the water, with the water's surface and depth visible in the background. The person's hand is occasionally seen, suggesting interaction with an object or preparation for the dive. The consistent camera perspective focuses on the person's face and upper body, allowing a clear view of the diving equipment and the individual's expression. The natural lighting indicates the dive is taking place during the day.","A person in a black wetsuit, diving helmet, and yellow flippers descends into the water. The water's surface and depth are visible in the background. The person's hand appears occasionally. The camera focuses on the person's face and upper body, showing the diving equipment and their expression."
11.4114,ckSwWpEU4iA.8_2,hdvg,https://www.youtube.com/watch?v=ckSwWpEU4iA,"['00:01:15.270', '00:01:28.439']","[69, 411]",ckSwWpEU4iA,64.63031768798828,"The image appears to be a collage of three frames from a video, showcasing a large gathering of people in what seems to be a celebratory or protest event. The crowd is dense, with individuals wearing a variety of clothing, suggesting a diverse group. The setting appears to be an urban outdoor area, possibly a street or a public square, with buildings in the background.

In the first frame, the crowd is seen from a distance, with the focus on the density of the people and the overall atmosphere of the event. The second frame provides a closer view of the crowd, with more details visible, such as the expressions on the faces of some individuals and the variety of signs and banners they are holding. The third frame shows the crowd from a slightly different angle, emphasizing the scale of the gathering and the energy of the event.

Throughout the sequence, the camera perspective seems to be moving closer to the crowd, providing a more intimate view of the event. The movements and changes in shooting angles suggest a dynamic and evolving situation, capturing the essence of the moment as it unfolds.

The text overlay on the video frames indicates that the content is related to ""ATLANTA UNITED: MLS CHAMPS,"" which suggests that the event is related to a celebration or gathering in support of the Atlanta United soccer team winning a championship in the Major League Soccer (MLS) league. The presence of the word ""LIVE"" in the text overlay implies that the video is a live broadcast or a live event being documented.

Overall, the video","A large, diverse crowd gathers in an urban outdoor setting, potentially for a celebratory or protest event. The video captures the crowd from various angles, showcasing the density and energy of the gathering. Individuals are seen holding signs and banners, suggesting the event is related to the Atlanta United soccer team winning an MLS championship, as indicated by the text overlay.","A large, diverse crowd gathers in an urban outdoor setting. The camera captures the crowd from various angles, showing individuals holding signs and banners. A text overlay appears, referencing the Atlanta United soccer team winning an MLS championship."
15.4154,3fcfOje5LVs.8_0,hdvg,https://www.youtube.com/watch?v=3fcfOje5LVs,"['00:01:01.260', '00:01:21.280']","[0, 462]",3fcfOje5LVs,62.50160598754883,"The image appears to be a collage of three frames from a video, showcasing a person engaged in cleaning or maintenance work. The person is wearing a dark-colored shirt and is focused on a task involving a black object, which could be a piece of machinery or equipment. The setting seems to be an indoor environment with a tiled floor, and the lighting is artificial, suggesting an indoor workspace or garage.

In the first frame, the person is seen from the side, with their hands interacting with the object, possibly cleaning or inspecting it. The second frame shows a closer view of the object, with the person's hands more prominently featured, indicating a detailed or focused action. The third frame provides a wider perspective, showing the person's full body and the surrounding environment, which includes the tiled floor and the object being worked on.

Throughout the sequence, the camera perspective remains consistent, focusing on the interaction between the person and the object. There are no significant changes in shooting angles, suggesting a straightforward documentation of the task being performed. The overall context of the video seems to be educational or instructional, possibly demonstrating a step-by-step process for cleaning, repairing, or maintaining the object in question.","A person in a dark-colored shirt is shown performing a maintenance or cleaning task on a black object, likely a piece of machinery or equipment, in an indoor workspace with a tiled floor. The video captures the person's hands interacting with the object from different angles, providing a detailed view of the task being carried out. The overall context suggests an educational or instructional video demonstrating a step-by-step process.","A person in a dark-colored shirt performs a maintenance task on a black object in an indoor workspace with a tiled floor. The person's hands interact with the object from different angles, providing a detailed view of the task."
17.31,DHiVuunA_UA.19_0,hdvg,https://www.youtube.com/watch?v=DHiVuunA_UA,"['00:02:51.900', '00:03:09.210']","[0, -1]",DHiVuunA_UA,31.627927780151367,"The image appears to be a collage of three frames from a video, possibly a television show or a documentary. The setting seems to be a professional kitchen environment, as indicated by the presence of kitchen equipment, such as ovens and countertops, and the attire of the individuals, which includes aprons.

In each frame, there are two main characters, a man and a woman, who appear to be engaged in a conversation or an interview. The woman is holding a microphone, suggesting that she might be a reporter or an interviewer, while the man seems to be the subject of the interview, possibly a chef or a baker given the context.

The first frame shows the two characters facing each other, with the woman holding the microphone close to the man, indicating that she is either asking a question or recording his response. The second frame captures a moment where the man is gesturing with his hands, which could imply that he is explaining a concept or demonstrating a technique. The third frame shows the man and woman in a closer shot, with the woman still holding the microphone and the man appearing to be in the middle of speaking.

Throughout the sequence, the camera perspective remains consistent, focusing on the interaction between the two characters. The movements and changes in shooting angles suggest a dynamic conversation, with the camera capturing the expressions and body language of the individuals involved.

The overall context of the video seems to be educational or informative, possibly related to culinary arts or food production, given the kitchen setting and the presence of the microphone, which is","The video appears to be a series of three frames depicting a conversation or interview in a professional kitchen setting. The frames show two main characters - a woman holding a microphone, likely an interviewer or reporter, and a man, who seems to be the subject of the interview, possibly a chef or baker based on the kitchen environment. The frames capture various moments of the interaction, with the man gesturing and speaking, suggesting an educational or informative context related to culinary arts or food production.","In a professional kitchen, a woman holds a microphone and interacts with a man. The man gestures and speaks as they converse."
10.276933333333334,ZjMaO4mZJUE.5_0,hdvg,https://www.youtube.com/watch?v=ZjMaO4mZJUE,"['00:00:34.880', '00:00:49.220']","[0, 308]",ZjMaO4mZJUE,20.645544052124023,"The image appears to be a collage of three frames from a video, showcasing a hairstyling process. In each frame, there is a woman and a young girl. The woman seems to be demonstrating a hairstyling technique to the girl, who is sitting in a chair.

In the first frame, the woman is holding a hairbrush and is in the process of brushing the girl's hair. The girl is looking at the camera with a neutral expression.

In the second frame, the woman is still brushing the girl's hair, and the girl's eyes are closed, suggesting she might be enjoying the sensation or concentrating on the process.

In the third frame, the woman has finished brushing the girl's hair, and the girl is looking at the camera with a slight smile, indicating that she might be pleased with the result.

Throughout the sequence, the camera perspective remains consistent, focusing on the interaction between the woman and the girl. The background is simple and does not distract from the main action, which is the hairstyling process. The lighting is bright and even, highlighting the subjects without casting harsh shadows.

The overall context of the video seems to be a tutorial or demonstration of a hairstyling technique, possibly aimed at a younger audience given the presence of the young girl. The video likely provides step-by-step instructions on how to achieve a particular hairstyle.","The video depicts a hairstyling demonstration, featuring a woman guiding a young girl through the process. The woman brushes the girl's hair in a series of three frames, with the girl's expression shifting from neutral to engaged and pleased as the styling progresses. The setting is simple, with a consistent camera perspective focused on the interaction between the woman and girl. The video appears to be a tutorial or instructional content aimed at a younger audience.","A woman brushes a young girl's hair in three stages. The girl's expression changes from neutral to engaged to pleased. The woman and girl interact in a simple setting, with a consistent camera perspective."
15.56,7ulxLxw2iOA.2_3,hdvg,https://www.youtube.com/watch?v=7ulxLxw2iOA,"['00:00:52.320', '00:01:57.280']","[832, 1222]",7ulxLxw2iOA,101.91876220703124,"The image appears to be a collage of three frames from a video, showcasing a downhill skiing event. The skier, who is the main subject, is captured in various stages of movement and technique as they descend a snow-covered slope.

In the first frame, the skier is in a crouched position, leaning forward with their skis parallel to the slope, indicating a high-speed descent. The skier's body is angled slightly to the left, suggesting a turn is about to be executed.

The second frame captures the skier in the midst of a turn. The skier's body is more upright, and the skis are angled to the right, indicating a change in direction. The skier's arms are outstretched, likely for balance and control.

In the third frame, the skier has completed the turn and is back in a crouched position, similar to the first frame. The skier's body is angled slightly to the left again, and the skis are parallel to the slope, indicating a return to high-speed descent.

The background of all frames shows a snow-covered slope with a clear sky, suggesting good weather conditions for skiing. There are no visible spectators or other competitors in the image, focusing the viewer's attention solely on the skier's performance.

The camera perspective in all frames is from a side angle, providing a clear view of the skier's movements and technique. The shooting angle remains consistent throughout the sequence","The video depicts a downhill skiing event. A skier is captured in various stages of movement as they descend a snow-covered slope. The skier is shown in a crouched position, executing a turn, and then returning to a high-speed descent. The background features a snow-covered slope with a clear sky, indicating good weather conditions for skiing. The camera perspective remains consistent, providing a side-angle view of the skier's performance.","A skier descends a snow-covered slope, shown in a crouched position, executing a turn, and then returning to a high-speed descent. The background features a snow-covered slope with a clear sky. The camera provides a side-angle view of the skier's performance."
13.931,N5dc5yD_lrI.17_0,hdvg,https://www.youtube.com/watch?v=N5dc5yD_lrI,"['00:04:23.039', '00:04:36.970']","[0, -1]",N5dc5yD_lrI,28.781639099121097,"The image appears to be a collage of three frames from a video, arranged in a 2x3 grid. The video seems to depict a person engaged in an activity involving a small, round object with a flower-like top. The person is shown from different angles and distances, suggesting a dynamic and possibly interactive scene.

In the first frame, the person is holding the object close to the camera, showcasing its details. The background is not clearly visible, but it seems to be an outdoor setting with natural light.

The second frame shows the person from a distance, with the object still in their hand. The person appears to be walking or moving, as indicated by the slight blur and the change in perspective.

In the third frame, the person is closer to the camera again, but the object is not as prominently featured. The focus seems to be more on the person's action, which could be related to the object.

Throughout the frames, the person is wearing casual clothing and appears to be outdoors, possibly in a garden or a park. The lighting suggests it might be a sunny day. The video seems to capture a moment of discovery or interaction with the object, with the person's movements and the camera's perspective adding a sense of dynamism to the scene.","A video depicting a person interacting with a small, round object with a flower-like top in an outdoor setting. The person is shown from different angles and distances, suggesting a dynamic and possibly interactive scene. The video captures the person's movements and actions related to the object, with the setting appearing to be a natural environment such as a garden or park on a sunny day.","A person interacts with a small, round object with a flower-like top in an outdoor setting. They are shown from different angles and distances, handling the object in various ways. The natural environment, resembling a garden or park, is sunny."
